r2,mae,rmse,fold
0.4953052438582327,0.056098583222168666,0.06955108944331992,1
0.514085191227923,0.05508980396221215,0.06893499209226202,2
0.45032939891350854,0.05972942254660412,0.07468879728363435,3
0.47711957372454583,0.056159741992694946,0.06930497054206317,4
0.5242446068694477,0.05194132293452031,0.06714098009207074,5
