soc_code,accountability_responsibility,creativity_originality,physical_manual,social_perceptiveness,tool_technology,writing_intensity,norm_writing_intensity,norm_social_perceptiveness,norm_physical_manual,norm_creativity_originality,norm_tool_technology,norm_accountability_responsibility
11-9111,2.965,3.3833333333333333,1.5509090909090908,3.816,2.853333333333333,4.0275,0.9780361757105943,0.8546511627906976,0.18087855297157623,0.7512919896640827,0.915374677002584,0.23837209302325582
11-9121,3.22,3.304444444444444,1.6057575757575757,3.3073333333333332,2.714444444444444,3.845,0.8798449612403101,0.5943152454780362,0.20284237726098192,0.7015503875968992,0.8591731266149871,0.3863049095607235
11-9131,3.29,3.09,1.8136363636363635,3.594,2.64,3.705,0.7797157622739018,0.7545219638242894,0.28811369509043927,0.5807493540051679,0.8158914728682171,0.43410852713178294
11-9141,3.325,3.033333333333333,1.3745454545454545,3.5100000000000002,2.316666666666667,3.5925000000000002,0.6976744186046512,0.7015503875968992,0.09560723514211886,0.5406976744186046,0.49160206718346255,0.4599483204134367
11-9151,3.665,3.7466666666666666,1.6245454545454547,3.978,2.62,3.9050000000000002,0.9250645994832042,0.9031007751937985,0.21705426356589147,0.917312661498708,0.7971576227390181,0.6989664082687338
11-9161,3.115,3.76,1.9590909090909092,4.18,2.4499999999999997,3.9875,0.9715762273901809,0.9702842377260982,0.3268733850129199,0.9231266149870802,0.6266149870801033,0.3242894056847545
11-9171,4.005,3.426666666666667,2.2836363636363637,4.388,2.47,3.83,0.8656330749354005,0.9935400516795866,0.4315245478036176,0.7655038759689923,0.6524547803617571,0.8552971576227391
11-9179,2.96,3.53,2.248181818181818,3.918,2.436666666666667,3.5975,0.7054263565891473,0.8850129198966409,0.4198966408268734,0.8217054263565892,0.6156330749354005,0.23320413436692505
11-9199,3.5175,3.272222222222222,1.7634848484848484,3.5603333333333333,2.601111111111111,3.8375,0.874031007751938,0.7299741602067183,0.268733850129199,0.6782945736434108,0.7816537467700259,0.5981912144702842
13-1011,3.455,3.4599999999999995,1.2745454545454544,3.3600000000000003,2.1933333333333334,3.2875,0.4935400516795866,0.6266149870801033,0.05555555555555555,0.7835917312661499,0.39728682170542634,0.5523255813953488
13-1021,4.07,3.15,1.7354545454545454,3.364,2.2866666666666666,3.3125,0.5142118863049095,0.6291989664082688,0.26356589147286824,0.6188630490956072,0.458656330749354,0.8804909560723514
13-1022,3.6950000000000003,3.1,1.8063636363636364,3.118,2.4633333333333334,3.1174999999999997,0.40568475452196384,0.4760981912144703,0.2868217054263566,0.5891472868217055,0.6472868217054264,0.7118863049095607
13-1023,3.395,3.1466666666666665,1.3363636363636362,3.418,2.5233333333333334,3.8825000000000003,0.9069767441860465,0.6537467700258398,0.08397932816537468,0.6162790697674418,0.7067183462532299,0.5109819121447028
13-1031,3.6149999999999998,2.7566666666666664,1.470909090909091,3.6879999999999997,2.85,3.755,0.8191214470284238,0.7971576227390181,0.13953488372093023,0.3365633074935401,0.9127906976744186,0.6705426356589147
13-1032,3.5650000000000004,2.6166666666666667,1.9572727272727273,3.7079999999999997,2.4366666666666665,3.7649999999999997,0.8294573643410853,0.8036175710594315,0.32558139534883723,0.2777777777777778,0.6117571059431525,0.6421188630490956
13-1041,3.347142857142857,3.040952380952381,1.7807792207792208,3.5588571428571427,2.5557142857142856,3.9025,0.9198966408268734,0.727390180878553,0.27648578811369506,0.5478036175710594,0.7467700258397932,0.4780361757105943
13-1051,3.09,3.143333333333333,1.260909090909091,2.8600000000000003,2.5233333333333334,3.4125,0.5645994832041343,0.31136950904392763,0.04521963824289406,0.6130490956072352,0.7067183462532299,0.30749354005167956
13-1071,3.5600000000000005,2.936666666666667,1.44,3.5780000000000003,2.64,4.13,0.9935400516795866,0.7403100775193798,0.12532299741602068,0.46188630490956073,0.8158914728682171,0.6382428940568475
13-1074,3.355,1.9466666666666665,2.022727272727273,2.59,1.64,2.825,0.2771317829457364,0.15439276485788114,0.34366925064599485,0.011627906976744186,0.1434108527131783,0.48643410852713176
13-1075,3.3499999999999996,3.4499999999999997,1.180909090909091,3.3579999999999997,2.0500000000000003,3.5875,0.6925064599483204,0.6253229974160207,0.012919896640826873,0.7758397932816538,0.31330749354005166,0.47997416020671835
13-1081,3.143333333333333,3.551111111111111,1.475151515151515,3.156,2.9155555555555552,3.5033333333333334,0.6304909560723514,0.4967700258397933,0.1421188630490956,0.8320413436692506,0.9237726098191215,0.3423772609819121
