soc_code,accountability_responsibility,creativity_originality,physical_manual,social_perceptiveness,tool_technology,writing_intensity,norm_writing_intensity,norm_social_perceptiveness,norm_physical_manual,norm_creativity_originality,norm_tool_technology,norm_accountability_responsibility
13-1111,3.445,3.7133333333333334,1.3281818181818181,3.6480000000000006,2.763333333333333,3.81,0.8552971576227391,0.7764857881136951,0.07751937984496124,0.9056847545219638,0.8785529715762274,0.5368217054263565
13-1121,3.09,3.7866666666666666,2.361818181818182,3.9899999999999998,2.52,3.8125,0.8578811369509044,0.9056847545219638,0.46511627906976744,0.9308785529715762,0.7009043927648578,0.30749354005167956
13-1131,3.26,3.793333333333333,1.259090909090909,3.9379999999999997,2.5433333333333334,3.7025,0.7771317829457365,0.8888888888888888,0.04263565891472868,0.9347545219638242,0.727390180878553,0.4108527131782946
13-1141,3.455,3.0666666666666664,1.3954545454545455,3.0940000000000003,2.436666666666667,3.465,0.6065891472868217,0.458656330749354,0.10465116279069768,0.563953488372093,0.6156330749354005,0.5523255813953488
13-1151,2.605,3.7600000000000002,1.419090909090909,3.482,2.473333333333333,3.6075,0.7189922480620154,0.6815245478036176,0.11627906976744186,0.9250645994832042,0.6563307493540051,0.07299741602067183
13-1161,2.96,3.8349999999999995,1.2390909090909092,2.9939999999999998,3.051666666666667,3.59125,0.6950904392764858,0.4018087855297158,0.03617571059431524,0.9444444444444444,0.9470284237726099,0.23320413436692505
13-1199,3.075,3.4616666666666664,1.5152272727272729,3.3115,2.7741666666666664,3.715625,0.7919896640826873,0.5968992248062015,0.16149870801033592,0.7855297157622739,0.8863049095607235,0.29457364341085274
13-2011,3.54,2.986666666666667,1.2590909090909093,3.184,2.733333333333333,3.815,0.8591731266149871,0.520671834625323,0.04392764857881137,0.49870801033591733,0.8714470284237726,0.6188630490956072
13-2022,3.61,2.8333333333333335,1.8790909090909091,3.184,2.42,3.835,0.872093023255814,0.520671834625323,0.3016795865633075,0.39599483204134367,0.5975452196382429,0.6666666666666666
13-2023,2.69,2.526666666666667,1.5436363636363637,2.768,2.5066666666666664,3.615,0.7241602067183462,0.25,0.1731266149870801,0.2351421188630491,0.686046511627907,0.10723514211886305
13-2031,3.465,3.033333333333333,1.4336363636363636,2.7399999999999998,2.66,3.375,0.5465116279069767,0.23901808785529716,0.12403100775193798,0.5406976744186046,0.8255813953488372,0.5658914728682171
13-2041,2.975,2.6999999999999997,1.299090909090909,2.6399999999999997,2.356666666666667,3.17,0.43669250645994834,0.18992248062015504,0.06459948320413436,0.31912144702842377,0.537467700258398,0.2454780361757106
13-2052,3.6350000000000002,3.17,1.1381818181818182,3.8280000000000003,2.58,3.725,0.7958656330749354,0.8591731266149871,0.002583979328165375,0.6350129198966409,0.7667958656330749,0.6808785529715762
13-2053,3.4,2.91,1.3472727272727274,3.096,2.5100000000000002,3.6550000000000002,0.7454780361757106,0.46188630490956073,0.08656330749354005,0.44896640826873385,0.689922480620155,0.5142118863049095
13-2061,3.24,2.81,1.19,3.084,2.3633333333333333,3.7275,0.7990956072351422,0.4528423772609819,0.015503875968992248,0.3766149870801034,0.5452196382428941,0.39728682170542634
13-2071,3.26,3.0733333333333337,1.3345454545454545,3.582,2.5466666666666664,3.9325,0.9392764857881137,0.7448320413436692,0.08204134366925064,0.5697674418604651,0.7338501291989664,0.4108527131782946
13-2072,3.75,2.793333333333333,1.4618181818181817,3.482,2.58,3.5975,0.7054263565891473,0.6815245478036176,0.13178294573643412,0.3649870801033592,0.7667958656330749,0.7338501291989664
13-2081,3.545,2.6300000000000003,1.5663636363636364,3.878,2.63,3.5375,0.6627906976744186,0.8733850129198967,0.1834625322997416,0.28294573643410853,0.8081395348837209,0.6227390180878553
13-2082,3.24,2.7733333333333334,1.3463636363636364,3.258,2.5166666666666666,3.37,0.5445736434108527,0.5645994832041343,0.08527131782945736,0.3546511627906977,0.6950904392764858,0.39728682170542634
13-2099,3.5975,3.3200000000000003,1.3695454545454544,2.971,2.7983333333333333,3.5275,0.6518087855297158,0.39147286821705424,0.0917312661498708,0.7138242894056848,0.896640826873385,0.6627906976744186
15-1211,3.2625,3.6966666666666668,1.765,3.092,3.58,3.53,0.6550387596899225,0.45478036175710596,0.2713178294573643,0.8998708010335917,0.9883720930232558,0.4160206718346253
15-1212,3.54,3.186666666666667,1.71,2.5460000000000003,3.146666666666667,3.67,0.7571059431524548,0.11886304909560723,0.25064599483204136,0.6453488372093024,0.9612403100775194,0.6188630490956072
15-1221,3.0149999999999997,4.010000000000001,1.7345454545454544,3.024,3.9033333333333338,3.5025,0.6272609819121447,0.42248062015503873,0.2616279069767442,0.9767441860465116,0.9961240310077519,0.2648578811369509
15-1231,3.5300000000000002,3.0,2.26,2.812,3.106666666666667,3.06,0.375968992248062,0.2751937984496124,0.42377260981912146,0.5077519379844961,0.9547803617571059,0.6085271317829457
15-1232,3.34,3.17,2.369090909090909,2.952,3.0100000000000002,3.6075,0.7189922480620154,0.37532299741602065,0.4664082687338501,0.6350129198966409,0.9392764857881137,0.4689922480620155
15-1241,3.4299999999999997,3.2383333333333333,2.135909090909091,2.931,3.5383333333333336,3.48,0.6149870801033591,0.35658914728682173,0.38372093023255816,0.6679586563307494,0.9844961240310077,0.5329457364341085
15-1242,3.585,3.283333333333333,1.5299999999999998,2.66,3.53,3.1125,0.40310077519379844,0.19573643410852712,0.16666666666666666,0.686046511627907,0.9832041343669251,0.6511627906976745
15-1243,3.1325000000000003,3.3716666666666666,1.3122727272727273,2.5420000000000003,3.7449999999999997,3.11625,0.4043927648578811,0.11757105943152454,0.06976744186046512,0.7428940568475452,0.9935400516795866,0.3359173126614987
15-1244,3.01,3.3000000000000003,2.2854545454545456,2.622,3.7433333333333336,3.0575,0.3733850129198966,0.17700258397932817,0.43281653746770027,0.6983204134366925,0.9922480620155039,0.2616279069767442
15-1251,2.84,3.4499999999999997,1.5990909090909091,2.626,4.1499999999999995,3.1,0.3953488372093023,0.17829457364341086,0.19638242894056848,0.7758397932816538,1.0,0.16666666666666666
15-1252,2.655,3.5666666666666664,1.4272727272727272,2.468,3.9966666666666666,3.2125,0.4631782945736434,0.09431524547803617,0.11886304909560723,0.8410852713178295,0.9987080103359173,0.09689922480620156
15-1253,3.175,3.283333333333333,1.4627272727272727,2.576,3.7266666666666666,3.5425,0.665374677002584,0.13695090439276486,0.1343669250645995,0.686046511627907,0.9896640826873385,0.35594315245478036
15-1254,3.19,3.5833333333333335,1.55,2.634,3.8333333333333335,3.0700000000000003,0.38242894056847543,0.18604651162790697,0.17958656330749354,0.849483204134367,0.9948320413436692,0.3669250645994832
15-1255,2.8,4.34,1.4872727272727273,2.69,3.9499999999999997,3.2075,0.458656330749354,0.20930232558139536,0.14728682170542637,0.9967700258397932,0.9974160206718347,0.15374677002583978
15-1299,3.2841666666666662,3.3233333333333333,1.647121212121212,2.935,3.29,3.5858333333333334,0.6912144702842378,0.36046511627906974,0.2222222222222222,0.7157622739018088,0.9715762273901809,0.43023255813953487
15-2011,3.165,3.143333333333333,1.1718181818181819,2.7039999999999997,2.893333333333333,3.215,0.4657622739018088,0.21705426356589147,0.0103359173126615,0.6130490956072352,0.9218346253229974,0.3494832041343669
15-2021,2.48,4.066666666666666,1.2227272727272727,2.508,2.7900000000000005,3.3475,0.5310077519379846,0.10335917312661498,0.02454780361757106,0.9819121447028424,0.8940568475452196,0.04263565891472868
15-2031,2.96,3.78,1.2518181818181817,2.8120000000000003,3.013333333333333,3.43,0.5775193798449613,0.27648578811369506,0.041343669250646,0.9276485788113695,0.9412144702842378,0.23320413436692505
15-2041,2.8625,3.47,1.2822727272727272,2.728,3.203333333333333,3.4675,0.6091731266149871,0.23191214470284238,0.056847545219638244,0.789405684754522,0.9651162790697675,0.1731266149870801
15-2051,2.895,3.2816666666666667,1.2245454545454546,2.738,3.0833333333333335,3.57875,0.6821705426356589,0.23708010335917312,0.027131782945736434,0.6834625322997416,0.9509043927648578,0.19121447028423771
15-2099,2.7800000000000002,3.4599999999999995,1.3981818181818182,2.484,3.3833333333333333,3.295,0.5038759689922481,0.09819121447028424,0.10723514211886305,0.7835917312661499,0.9799741602067183,0.14276485788113696
17-1011,3.34,4.16,1.6209090909090909,3.4880000000000004,2.85,3.8274999999999997,0.8630490956072352,0.687984496124031,0.21382428940568476,0.9883720930232558,0.9127906976744186,0.4689922480620155
17-1012,2.925,4.206666666666667,1.62,3.496,2.4499999999999997,3.4175,0.5710594315245479,0.6925064599483204,0.21124031007751937,0.9896640826873385,0.6266149870801033,0.2131782945736434
17-1021,3.12,3.2866666666666666,1.9354545454545453,3.316,2.7300000000000004,3.5025,0.6272609819121447,0.601421188630491,0.3152454780361757,0.6912144702842378,0.8695090439276486,0.32751937984496127
17-1022,3.28,3.1366666666666667,2.5436363636363635,3.097,2.715,3.81,0.8552971576227391,0.46382428940568476,0.537467700258398,0.6085271317829457,0.8604651162790697,0.4289405684754522
17-2011,3.09,3.7266666666666666,1.5009090909090907,2.58,3.4166666666666665,3.6425,0.7390180878552972,0.146640826873385,0.1524547803617571,0.9102067183462532,0.9819121447028424,0.30749354005167956
17-2021,3.275,3.7266666666666666,2.1136363636363638,3.084,3.15,3.7675,0.8307493540051679,0.4528423772609819,0.37467700258397935,0.9102067183462532,0.962532299741602,0.42441860465116277
17-2031,3.045,3.8766666666666665,2.0463636363636364,2.886,3.733333333333333,3.705,0.7797157622739018,0.32558139534883723,0.35335917312661497,0.9528423772609819,0.9909560723514211,0.2810077519379845
17-2041,3.915,3.4933333333333336,1.5481818181818183,2.56,3.2166666666666663,3.05,0.3695090439276486,0.12790697674418605,0.17700258397932817,0.8081395348837209,0.9664082687338501,0.8210594315245479
17-2051,3.4116666666666666,3.5999999999999996,1.4327272727272728,3.2453333333333334,2.968888888888889,3.5991666666666666,0.7080103359173127,0.5516795865633075,0.12209302325581395,0.8578811369509044,0.9328165374677002,0.5232558139534884
17-2061,2.975,3.7099999999999995,1.8936363636363636,2.5780000000000003,3.3266666666666667,3.535,0.6589147286821705,0.14082687338501293,0.3055555555555556,0.9037467700258398,0.9741602067183462,0.2454780361757106
17-2071,3.5149999999999997,3.5700000000000003,1.8954545454545455,2.862,3.0966666666666662,3.8550000000000004,0.8908268733850129,0.31330749354005166,0.30749354005167956,0.8443152454780362,0.9534883720930233,0.5936692506459949
17-2072,3.1825,3.5483333333333333,2.1904545454545454,2.8890000000000002,3.3783333333333334,3.35625,0.5348837209302325,0.3268733850129199,0.4018087855297158,0.8294573643410853,0.9780361757105943,0.36175710594315247
17-2081,3.5300000000000002,3.6933333333333334,1.4863636363636366,3.3379999999999996,2.54,3.6174999999999997,0.7267441860465116,0.6130490956072352,0.14599483204134367,0.8979328165374677,0.7215762273901809,0.6085271317829457
17-2111,3.55,3.483333333333333,1.6113636363636366,3.189,2.74,3.66875,0.7545219638242894,0.524547803617571,0.20671834625322996,0.7984496124031008,0.8746770025839793,0.6266149870801033
17-2112,3.325,3.4975,1.8738636363636365,2.7960000000000003,2.9766666666666666,3.68875,0.7661498708010336,0.26744186046511625,0.29844961240310075,0.810077519379845,0.9341085271317829,0.4599483204134367
17-2121,3.885,3.61,2.41,3.0740000000000003,2.9166666666666665,3.6075,0.7189922480620154,0.4412144702842377,0.48320413436692505,0.8656330749354005,0.9250645994832042,0.810077519379845
17-2131,3.105,3.69,2.0218181818181815,3.006,2.8666666666666667,3.67,0.7571059431524548,0.40633074935400515,0.3423772609819121,0.8959948320413437,0.917312661498708,0.3184754521963824
17-2141,3.1316666666666664,3.76,1.9381818181818182,2.7026666666666666,3.3533333333333335,3.5208333333333335,0.6447028423772609,0.2144702842377261,0.31718346253229973,0.9231266149870802,0.9767441860465116,0.33462532299741604
17-2151,3.3899999999999997,3.5966666666666662,1.440909090909091,2.916,3.2900000000000005,3.8525,0.8856589147286822,0.3456072351421189,0.12661498708010335,0.8565891472868217,0.9728682170542635,0.5058139534883721
17-2161,3.6799999999999997,3.6133333333333333,1.6527272727272726,2.782,3.0866666666666664,3.6,0.7112403100775194,0.26098191214470284,0.22609819121447028,0.8695090439276486,0.9521963824289406,0.7034883720930233
17-2171,3.38,3.7466666666666666,1.3036363636363637,3.0439999999999996,2.853333333333333,3.5949999999999998,0.7009043927648578,0.42764857881136953,0.06589147286821706,0.917312661498708,0.915374677002584,0.5012919896640827
17-2199,3.37875,3.688333333333333,2.0880681818181817,2.86275,3.217916666666667,3.5278125,0.6537467700258398,0.3152454780361757,0.3643410852713178,0.8940568475452196,0.9689922480620154,0.49870801033591733
17-3011,3.02,3.53,1.7663636363636364,2.742,3.133333333333333,3.2525,0.481266149870801,0.2409560723514212,0.2739018087855297,0.8217054263565892,0.9599483204134367,0.26744186046511625
17-3012,3.25,2.9633333333333334,1.8381818181818181,2.728,3.043333333333333,3.3775,0.5478036175710594,0.23191214470284238,0.29457364341085274,0.47997416020671835,0.9457364341085271,0.4037467700258398
17-3013,3.075,3.5066666666666664,1.8054545454545454,2.556,3.1166666666666667,3.2025,0.4573643410852713,0.12467700258397933,0.28552971576227393,0.813953488372093,0.9560723514211886,0.29457364341085274
17-3021,4.0649999999999995,3.03,2.5563636363636366,2.722,2.8866666666666667,3.415,0.5691214470284238,0.22674418604651161,0.5452196382428941,0.5361757105943152,0.9198966408268734,0.877906976744186
17-3022,2.8899999999999997,3.11,1.6772727272727272,3.0140000000000002,2.6933333333333334,3.365,0.5400516795865633,0.41537467700258396,0.23385012919896642,0.5930232558139535,0.8456072351421189,0.187984496124031
17-3023,3.5149999999999997,3.1933333333333334,2.7036363636363636,2.85,2.766666666666667,3.3449999999999998,0.5277777777777778,0.3081395348837209,0.6052971576227391,0.6498708010335917,0.8804909560723514,0.5936692506459949
17-3024,3.77,3.186666666666667,3.2972727272727274,2.627,3.188333333333333,3.26375,0.48578811369509045,0.17958656330749354,0.9102067183462532,0.6453488372093024,0.9638242894056848,0.7448320413436692
17-3025,3.465,2.9633333333333334,2.5563636363636366,2.876,2.6233333333333335,3.13,0.4160206718346253,0.32041343669250644,0.5452196382428941,0.47997416020671835,0.7990956072351422,0.5658914728682171
17-3026,3.4625,3.418333333333333,2.7122727272727274,2.8,2.98,3.36625,0.5426356589147286,0.27002583979328165,0.6111111111111112,0.7596899224806202,0.9354005167958657,0.5633074935400517
17-3027,3.6550000000000002,3.22,2.934090909090909,2.8,2.8000000000000003,3.395,0.5568475452196382,0.27002583979328165,0.7209302325581395,0.661498708010336,0.9011627906976745,0.6925064599483204
17-3029,3.6875,2.8833333333333333,2.8045454545454547,2.868,2.6266666666666665,3.46375,0.6046511627906976,0.3165374677002584,0.6589147286821705,0.4315245478036176,0.8036175710594315,0.7080103359173127
17-3031,3.17,2.86,2.307272727272727,2.5780000000000003,2.8433333333333337,3.3275,0.520671834625323,0.14082687338501293,0.4392764857881137,0.417312661498708,0.9082687338501292,0.3520671834625323
19-1011,3.46,3.7466666666666666,1.79,3.354,2.7866666666666666,3.675,0.7609819121447028,0.624031007751938,0.28165374677002586,0.917312661498708,0.8921188630490956,0.5594315245478036
19-1012,3.46,3.85,2.169090909090909,2.9859999999999998,2.4133333333333336,3.88,0.9043927648578811,0.39664082687338503,0.39341085271317827,0.9476744186046512,0.5917312661498708,0.5594315245478036
19-1013,2.98,3.81,2.25,3.228,2.83,3.745,0.8152454780361758,0.5439276485788114,0.42118863049095606,0.937984496124031,0.9043927648578811,0.25129198966408267
19-1021,3.535,4.083333333333333,2.300909090909091,2.9240000000000004,3.013333333333333,4.125,0.9922480620155039,0.3481912144702842,0.43669250645994834,0.9832041343669251,0.9412144702842378,0.6136950904392765
19-1022,3.75,3.543333333333333,2.31,2.9539999999999997,2.706666666666667,3.905,0.9237726098191215,0.3791989664082687,0.4405684754521964,0.8281653746770026,0.8559431524547804,0.7338501291989664
19-1023,3.3449999999999998,3.5033333333333334,2.1145454545454547,3.752,2.776666666666667,3.7975,0.8462532299741602,0.8242894056847545,0.375968992248062,0.8113695090439277,0.8875968992248062,0.4728682170542636
19-1029,2.88125,3.8966666666666665,1.9172727272727272,3.0785,2.9324999999999997,3.88125,0.9056847545219638,0.4470284237726098,0.313953488372093,0.9599483204134367,0.9289405684754521,0.18604651162790697
19-1031,2.938333333333333,3.47,2.336363636363636,3.722,2.5055555555555555,3.686666666666667,0.7635658914728682,0.8126614987080103,0.45219638242894056,0.789405684754522,0.6847545219638242,0.21834625322997417
19-1032,3.695,3.1766666666666663,2.57,3.562,2.5233333333333334,3.9850000000000003,0.9689922480620154,0.7312661498708011,0.5490956072351422,0.6388888888888888,0.7067183462532299,0.710594315245478
19-1041,2.92,3.9966666666666666,1.2236363636363636,3.588,2.526666666666667,3.8550000000000004,0.8908268733850129,0.7512919896640827,0.025839793281653745,0.9728682170542635,0.7131782945736435,0.21124031007751937
19-1042,3.6550000000000002,3.606666666666667,1.8027272727272725,2.6399999999999997,2.6666666666666665,3.7350000000000003,0.8113695090439277,0.18992248062015504,0.2842377260981912,0.8630490956072352,0.8294573643410853,0.6925064599483204
19-2011,2.41,3.89,1.5245454545454544,3.018,3.0533333333333332,3.6574999999999998,0.7467700258397932,0.4186046511627907,0.1640826873385013,0.9580103359173127,0.9483204134366925,0.029069767441860465
19-2012,2.695,4.126666666666666,1.4627272727272727,2.9579999999999997,3.5666666666666664,3.62,0.7312661498708011,0.3817829457364341,0.1343669250645995,0.9857881136950905,0.9870801033591732,0.10852713178294573
19-2021,2.8899999999999997,3.3633333333333333,1.3854545454545455,3.094,2.8466666666666662,3.44,0.5852713178294574,0.4560723514211886,0.09948320413436693,0.7370801033591732,0.9102067183462532,0.187984496124031
19-2031,3.485,3.1533333333333338,2.5118181818181817,2.614,2.52,3.66,0.7487080103359173,0.17054263565891473,0.520671834625323,0.6227390180878553,0.7009043927648578,0.5794573643410853
19-2032,3.19,3.56,1.7145454545454546,2.848,2.65,3.59,0.6937984496124031,0.3062015503875969,0.25193798449612403,0.8372093023255814,0.8217054263565892,0.3669250645994832
19-2041,2.7475,3.348333333333333,1.5115909090909092,3.1670000000000003,2.7841666666666662,3.600625,0.7131782945736435,0.5064599483204134,0.15762273901808785,0.7312661498708011,0.8901808785529716,0.12661498708010335
19-2042,2.895,3.5833333333333335,1.9472727272727275,3.15,2.686666666666667,3.6875,0.7648578811369509,0.49224806201550386,0.32170542635658916,0.849483204134367,0.8436692506459949,0.19121447028423771
19-2043,2.785,3.5666666666666664,2.188181818181818,3.008,2.793333333333333,3.5524999999999998,0.6731266149870802,0.4095607235142119,0.3992248062015504,0.8410852713178295,0.8953488372093024,0.14534883720930233
19-2099,2.9,3.706666666666667,1.720909090909091,2.844,3.353333333333333,3.7725,0.8333333333333334,0.30103359173126615,0.25452196382428943,0.9018087855297158,0.975452196382429,0.19444444444444445
19-3011,2.6799999999999997,3.5850000000000004,1.1263636363636365,2.815,2.7516666666666665,3.44875,0.5930232558139535,0.27906976744186046,0.0012919896640826874,0.851421188630491,0.8772609819121447,0.10465116279069768
19-3022,3.23,3.486666666666667,1.2718181818181817,3.228,3.1300000000000003,3.9275,0.937984496124031,0.5439276485788114,0.05167958656330749,0.8023255813953488,0.958656330749354,0.39147286821705424
19-3032,3.555,3.8000000000000003,1.1418181818181818,3.404,3.063333333333333,3.8449999999999998,0.877906976744186,0.6498708010335917,0.00516795865633075,0.9366925064599483,0.9496124031007752,0.6330749354005168
19-3033,3.84,3.67,1.1681818181818182,4.036,2.1733333333333333,4.055,0.9838501291989664,0.9263565891472868,0.006459948320413436,0.8901808785529716,0.3856589147286822,0.7784237726098191
19-3034,2.88,3.1333333333333333,1.2181818181818183,3.4659999999999997,2.1666666666666665,3.5225,0.646640826873385,0.6763565891472868,0.021963824289405683,0.6059431524547804,0.38113695090439276,0.18410852713178294
19-3039,3.29,3.2266666666666666,1.62,4.066000000000001,2.5416666666666665,4.09125,0.9883720930232558,0.9366925064599483,0.21124031007751937,0.665374677002584,0.7235142118863049,0.43410852713178294
19-3041,2.37,3.573333333333333,1.1700000000000002,3.428,2.58,3.7800000000000002,0.8397932816537468,0.6589147286821705,0.00904392764857881,0.8462532299741602,0.7667958656330749,0.021963824289405683
19-3051,2.62,3.69,1.201818181818182,3.772,2.4833333333333334,3.58,0.686046511627907,0.8391472868217055,0.01937984496124031,0.8959948320413437,0.6698966408268734,0.07751937984496124
19-3091,2.585,3.6733333333333333,1.7063636363636363,3.3240000000000003,2.4499999999999997,3.9875,0.9715762273901809,0.6072351421188631,0.24483204134366926,0.8914728682170543,0.6266149870801033,0.06718346253229975
19-3092,2.35,3.456666666666667,1.4663636363636363,3.168,2.7266666666666666,3.73,0.8036175710594315,0.5083979328165374,0.13695090439276486,0.7816537467700259,0.8662790697674418,0.01808785529715762
19-3093,2.765,3.0666666666666664,1.4327272727272728,3.1759999999999997,2.3966666666666665,3.8775000000000004,0.9031007751937985,0.5155038759689923,0.12209302325581395,0.563953488372093,0.5749354005167958,0.13695090439276486
19-3094,2.56,3.49,1.1936363636363636,3.194,2.4,3.63,0.7364341085271318,0.5264857881136951,0.01744186046511628,0.8055555555555556,0.5807493540051679,0.05813953488372093
19-3099,2.745,3.89,1.2836363636363637,3.46,2.7733333333333334,3.7125,0.7887596899224806,0.6731266149870802,0.05813953488372093,0.9580103359173127,0.8843669250645995,0.12403100775193798
19-4012,3.1875,3.105,2.7936363636363635,3.0940000000000003,2.4266666666666663,3.34625,0.5297157622739018,0.458656330749354,0.6537467700258398,0.5917312661498708,0.6007751937984496,0.36304909560723514
19-4013,3.4450000000000003,2.546666666666667,2.1654545454545455,2.67,2.3266666666666667,3.67,0.7571059431524548,0.20219638242894056,0.39018087855297157,0.2441860465116279,0.5025839793281653,0.541343669250646
19-4021,2.64,3.0233333333333334,2.510909090909091,2.582,2.6199999999999997,3.465,0.6065891472868217,0.15051679586563307,0.5193798449612403,0.5303617571059431,0.7952196382428941,0.08914728682170543
19-4031,3.79,2.9166666666666665,2.7927272727272725,2.524,2.5466666666666664,3.7525,0.8178294573643411,0.1124031007751938,0.6518087855297158,0.45219638242894056,0.7338501291989664,0.7538759689922481
19-4042,3.23,2.8966666666666665,2.481818181818182,3.124,2.41,3.81,0.8552971576227391,0.481266149870801,0.5090439276485789,0.44315245478036175,0.5878552971576227,0.39147286821705424
19-4043,3.26,2.8066666666666666,2.536363636363636,2.556,2.5866666666666664,3.395,0.5568475452196382,0.12467700258397933,0.5322997416020672,0.3733850129198966,0.772609819121447,0.4108527131782946
19-4051,3.9200000000000004,2.861666666666667,2.68,2.6689999999999996,2.4166666666666665,3.54875,0.6705426356589147,0.20025839793281655,0.5878552971576227,0.4198966408268734,0.5943152454780362,0.8255813953488372
19-4061,2.44,3.0733333333333337,1.32,2.846,3.0333333333333337,3.71,0.7848837209302325,0.30426356589147285,0.07622739018087855,0.5697674418604651,0.9431524547803618,0.03682170542635659
19-4071,3.8950000000000005,3.0833333333333335,3.02,3.528,2.5566666666666666,3.1825,0.4483204134366925,0.7164082687338501,0.7674418604651163,0.5768733850129198,0.7512919896640827,0.8165374677002584
19-4092,4.16,2.83,2.5263636363636364,3.614,2.29,3.91,0.9289405684754521,0.7622739018087855,0.5310077519379846,0.39276485788113696,0.46124031007751937,0.9069767441860465
19-4099,3.195,3.0833333333333335,2.2563636363636363,2.4219999999999997,2.768333333333333,3.4275,0.5742894056847545,0.07816537467700259,0.42248062015503873,0.5768733850129198,0.8824289405684754,0.3708010335917313
19-5011,3.785,3.16,2.2218181818181817,3.5799999999999996,2.6466666666666665,3.9749999999999996,0.9599483204134367,0.7428940568475452,0.41214470284237725,0.627906976744186,0.8204134366925064,0.751937984496124
19-5012,4.055,3.1733333333333333,2.119090909090909,3.268,2.6333333333333333,3.7325,0.8074935400516796,0.5697674418604651,0.3798449612403101,0.6369509043927648,0.8107235142118863,0.872093023255814
21-1011,2.9299999999999997,3.49,1.79,4.11,2.6633333333333336,3.9525,0.9502583979328165,0.9496124031007752,0.28165374677002586,0.8055555555555556,0.8268733850129198,0.21511627906976744
21-1012,3.56,3.47,1.2327272727272727,4.106,2.44,3.8274999999999997,0.8630490956072352,0.9476744186046512,0.030361757105943153,0.789405684754522,0.6195090439276486,0.6369509043927648
21-1013,3.205,3.59,1.261818181818182,4.138,2.2666666666666666,3.985,0.9677002583979328,0.9612403100775194,0.046511627906976744,0.8552971576227391,0.4444444444444444,0.3798449612403101
21-1014,3.765,3.776666666666667,1.4063636363636365,4.5280000000000005,2.3266666666666667,4.1575,0.9948320413436692,0.9987080103359173,0.1111111111111111,0.9263565891472868,0.5025839793281653,0.7396640826873385
21-1015,3.175,3.2900000000000005,1.5372727272727273,4.032,2.3833333333333333,3.8325,0.8688630490956072,0.9224806201550387,0.17054263565891473,0.6944444444444444,0.5645994832041343,0.35594315245478036
21-1021,3.81,3.426666666666667,1.6045454545454545,4.43,2.43,4.0475,0.9819121447028424,0.9961240310077519,0.20025839793281655,0.7655038759689923,0.6065891472868217,0.7583979328165374
21-1022,3.295,3.4233333333333333,1.57,4.362,2.3633333333333333,3.8,0.8475452196382429,0.9909560723514211,0.18733850129198967,0.7629198966408268,0.5452196382428941,0.4392764857881137
21-1023,3.19,3.8433333333333333,1.5063636363636363,4.087999999999999,2.5,3.865,0.8979328165374677,0.9444444444444444,0.15633074935400518,0.9457364341085271,0.6815245478036176,0.3669250645994832
21-1091,3.265,3.5866666666666664,1.978181818181818,4.306,2.44,3.8925,0.9127906976744186,0.9883720930232558,0.330749354005168,0.853359173126615,0.6195090439276486,0.4186046511627907
21-1092,3.885,2.9599999999999995,1.9663636363636363,3.8579999999999997,2.436666666666667,3.8325,0.8688630490956072,0.8669250645994832,0.3281653746770026,0.4754521963824289,0.6156330749354005,0.810077519379845
21-1093,3.215,3.313333333333333,1.7072727272727273,3.996,2.4533333333333336,3.915,0.9315245478036176,0.9076227390180879,0.24741602067183463,0.7054263565891473,0.6350129198966409,0.3817829457364341
21-1094,3.1399999999999997,3.2999999999999994,2.3754545454545455,4.544,2.466666666666667,3.975,0.9612403100775194,1.0,0.46770025839793283,0.6963824289405685,0.6498708010335917,0.34108527131782945
21-2011,3.4250000000000003,3.8166666666666664,1.3499999999999999,3.8840000000000003,2.11,3.3449999999999998,0.5277777777777778,0.875968992248062,0.08785529715762273,0.9405684754521964,0.34108527131782945,0.5303617571059431
21-2021,2.29,3.6566666666666663,1.541818181818182,4.236,2.5233333333333334,3.5725,0.6782945736434108,0.9806201550387597,0.17183462532299743,0.8837209302325582,0.7067183462532299,0.015503875968992248
23-1011,4.1450000000000005,3.7900000000000005,1.3327272727272728,3.732,2.3333333333333335,3.9575,0.9534883720930233,0.8191214470284238,0.08010335917312661,0.9328165374677002,0.5109819121447028,0.9024547803617571
23-1012,3.6399999999999997,2.9933333333333336,1.2354545454545454,2.58,2.3533333333333335,3.3325,0.5219638242894057,0.146640826873385,0.03229974160206718,0.5038759689922481,0.5348837209302325,0.6821705426356589
23-1021,3.4699999999999998,2.9466666666666668,1.3972727272727272,3.4240000000000004,2.23,3.92,0.9334625322997416,0.6563307493540051,0.10594315245478036,0.4689922480620155,0.4186046511627907,0.5697674418604651
23-1022,3.3499999999999996,3.25,1.2454545454545454,2.8920000000000003,2.0733333333333337,3.665,0.7512919896640827,0.3281653746770026,0.03875968992248062,0.6731266149870802,0.3210594315245478,0.47997416020671835
23-1023,4.27,3.02,1.1781818181818182,3.572,2.183333333333333,3.9375,0.9412144702842378,0.7351421188630491,0.011627906976744186,0.5264857881136951,0.39018087855297157,0.9354005167958657
23-2011,3.4050000000000002,2.6966666666666668,1.4536363636363636,3.2840000000000003,2.5833333333333335,4.03,0.979328165374677,0.5813953488372093,0.1298449612403101,0.3165374677002584,0.770671834625323,0.5200258397932817
