occ_code,net_risk_raw,net_risk_calibrated
17-2171,0.037609348873285375,0.8813001292449232
17-2199,-0.01741965505342309,0.4648337554188555
17-3011,0.0017704011378335618,0.6100664971587473
17-3012,-0.0031743167359417693,0.5726442547858543
17-3013,0.0013581816219452106,0.6069467683838814
17-3021,-0.055651280801791714,0.17549203732952395
17-3022,-0.0007744155348195433,0.5908070067793918
17-3023,-0.07193632033987574,0.05224482440390076
17-3024,-0.126053887894724,-0.35732368513831825
17-3025,-0.06522015083076341,0.10307363397469609
17-3026,-0.06885209425564714,0.075586632572357
17-3027,-0.09336650876356829,-0.10994151782230957
17-3029,-0.087946766887716,-0.06892423447995222
17-3031,-0.03325916133763167,0.34495839379745663
19-1011,-0.011428511317409858,0.5101754793964757
19-1012,-0.049213403007658744,0.22421470044784753
19-1013,-0.037460956560474906,0.3131586828241694
19-1021,-0.034530545005281854,0.33533640342828386
19-1022,-0.041408065479890836,0.283286469600847
19-1023,-0.034664295321736864,0.334324164330402
19-1029,-0.012263770494745287,0.5038541336339186
19-1031,-0.06301855970770436,0.11973555053217623
19-1032,-0.07974171469952587,-0.006827374859880672
19-1041,0.026571180288987542,0.7977618909350679
19-1042,-0.007785853464623238,0.5377435689272184
19-2011,0.019963954275580932,0.7477575793448089
19-2012,0.029197553731378924,0.8176386131327406
19-2021,0.029915528521381383,0.8230723360053025
19-2031,-0.06373700209382054,0.1142982888338315
19-2032,-0.003925634191015048,0.566958190460152
19-2041,0.01586151166566529,0.7167097813534685
19-2042,-0.020197352914061675,0.4438117911262561
19-2043,-0.03104199639101219,0.3617381749965257
19-2099,0.005570716936678606,0.6388277617138329
19-3011,0.051080302054161614,0.9832499851916586
19-3022,0.04108977558537109,0.907640433243161
19-3032,0.047948601119455224,0.9595488814260521
19-3033,0.006056292175225665,0.6425026557585581
19-3034,0.007344710794732221,0.6522535687707315
19-3039,-0.013924239466703767,0.49128749709215475
19-3041,0.035190621517409655,0.8629948985611716
19-3051,0.023427722125065466,0.7739718069904958
19-3091,-0.020768829974498193,0.43948678136591657
19-3092,0.018480646683802202,0.7365317222524376
19-3093,0.00255947040066307,0.6160382718800541
19-3094,0.023981937519689765,0.7781661783083045
19-3099,0.032538806042248195,0.8429256278822537
19-4012,-0.10267777645758078,-0.18041035453638057
19-4013,-0.05063305281193786,0.2134706134409582
19-4021,-0.05700830673964702,0.16522189556429717
19-4031,-0.08714504593013224,-0.06285671015278164
19-4042,-0.0745498130079267,0.032465585515007785
19-4043,-0.06060289659431563,0.13801759064611888
19-4051,-0.08482395144726526,-0.0452903772445072
19-4061,0.03963701073309654,0.8966457274175829
19-4071,-0.12093045458569884,-0.3185489020331896
19-4092,-0.09249867304359158,-0.10337362871683335
19-4099,-0.030330325170832007,0.36712419166547294
19-5011,-0.044808235849830506,0.257553555622509
19-5012,-0.035598512049398304,0.32725389546900296
21-1011,-0.021798617020981743,0.4316932243966997
21-1012,0.015892084879954478,0.7169411632572403
21-1013,0.0010560396174207395,0.6046601199616705
21-1014,-0.00902051800171175,0.5283994735236793
21-1015,-0.01564654686289504,0.4782528596333171
21-1021,-0.020364818077164507,0.4425443938585804
21-1022,-0.021604011935309343,0.43316601998765825
21-1023,-0.005628763297722644,0.5540686966911418
21-1091,-0.045887367878641956,0.24938654966475543
21-1092,-0.04331535170820314,0.26885188924006936
21-1093,-0.026433939525408734,0.39661252481681647
21-1094,-0.0719627894666752,0.052044502746776175
21-2011,-0.012399126498344393,0.5028297424952096
21-2021,-0.00783586491205731,0.537365076047529
23-1011,0.001216458948986445,0.6058741934963787
23-1012,0.025189314312264018,0.7873037566536232
23-1021,-0.006914602693534569,0.5443373035659869
23-1022,0.006642404646493861,0.646938428135765
23-1023,0.008915669136627745,0.6641427776859504
23-2011,0.012372160399502029,0.6903019352154595
23-2093,-0.008485842349076844,0.5324459656339584
25-1011,0.019479304408963026,0.7440896886304053
25-1021,0.018655024359807836,0.7378514342810072
25-1022,0.020836532987083423,0.7543613640024643
25-1031,0.005726866927511384,0.6400095243447124
25-1032,0.01707199798560837,0.7258708929902371
25-1041,-0.04551195453875773,0.25222772470320876
25-1042,-0.004728428598043975,0.5608825421335263
25-1043,-0.0035390177097334996,0.5698841522717661
25-1051,0.00856625697804761,0.661498382834675
25-1052,0.009087780368647005,0.6654453369833941
25-1053,-0.009752975649340481,0.5228561425759597
25-1054,-0.02083376161951679,0.43899537056764965
25-1061,-0.01405354621810187,0.490308887449543
25-1062,0.029326412930543586,0.8186138356441586
25-1063,0.02883906190118272,0.8149255021927909
25-1064,0.03382251141524188,0.8526408704562201
25-1065,0.017743162200643134,0.7309503475856652
25-1066,0.022204440619366987,0.7647138597900474
25-1067,0.02690948708068402,0.8003222389829121
25-1071,-0.05045290221916581,0.21483401562454701
25-1072,-0.038888774625320255,0.30235277740124955
25-1081,0.006318441171695943,0.644486632101425
25-1082,0.03322574328197771,0.8481244546983318
25-1111,0.011378309708152536,0.6827803490696859
25-1112,0.023937454463377247,0.7778295249830172
25-1113,0.026861188716503302,0.7999567109312166
25-1121,-0.055965754942564366,0.1731120577601302
25-1122,0.015411050168702325,0.7133006324901111
25-1123,0.010229792600718672,0.6740882281719999
25-1124,0.03595887747889735,0.8688091556187257
25-1125,0.009714071275565428,0.6701851847791482
25-1126,0.021308520685447155,0.7579334258462488
25-1192,0.006371334997970879,0.6448869391841381
25-1193,-0.020884918538765555,0.43860820861421834
25-1194,-0.09704959983548697,-0.13781561100480788
25-2011,-0.08032716323604573,-0.01125812249599889
25-2012,-0.056830975514335406,0.16656396042285834
25-2021,-0.022317696096817267,0.4277647691273634
25-2022,-0.025404226350129015,0.4044055227195376
25-2023,-0.03760431359774359,0.31207373886346723
25-2031,-0.019368664886565388,0.45008340560621496
25-2032,-0.08714298187083962,-0.06284108909429209
25-2051,-0.04900066183748239,0.2258247521911948
25-2056,-0.03079851198806741,0.3635808953647278
25-2057,-0.02579123814958347,0.4014765690906228
25-2058,-0.02366058809424166,0.41760159478838654
25-2059,-0.11422256716267812,-0.2677827723242155
25-3011,0.000849129397179061,0.603094197575607
25-3021,-0.05202763753322641,0.20291622211230856
25-3031,-0.031360251794985104,0.35932957835502227
25-3041,-0.014607164983359922,0.4861190314972861
25-4011,-0.038206285625039846,0.3075179393856737
25-4012,-0.04646200915132864,0.2450375927509548
25-4013,-0.10931366163455816,-0.2306315622555447
25-4022,-0.01632486271231315,0.4731192805757686
25-4031,-0.057200719508108136,0.16376569170377367
25-9021,-0.03368444452241183,0.341739797545006
25-9031,0.006586346215991901,0.646514170933061
25-9042,-0.06597763467490819,0.09734090164643208
25-9043,-0.049510580969403806,0.22196562052130867
25-9044,0.012847936233674234,0.6939026661441108
27-1011,-0.005092078568843007,0.5581303937413377
27-1012,-0.12719573117616348,-0.36596529768744085
27-1013,-0.08182525024079997,-0.02259583203144512
27-1014,-5.969067343795931e-05,0.5962161337862947
27-1021,-0.0027479634925986207,0.5758709493751403
27-1022,-0.04582847964977482,0.24983222313487674
27-1023,-0.09018111117465916,-0.08583403107197403
27-1024,0.000392761659162022,0.5996403495423717
27-1025,0.013518650829011755,0.6989787179615209
27-1026,-0.11832716457203096,-0.2988468781067913
27-1027,-0.03297716436903678,0.34709258207200866
27-2011,-0.08440775077124549,-0.04214051855259319
27-2012,-0.024076459593126397,0.41445422735013865
27-2021,-0.15361158284964024,-0.5658837620055023
27-2022,-0.08397848317185733,-0.03889176775280923
27-2023,-0.06485384579141248,0.1058458762572545
27-2031,-0.12908584097786696,-0.3802698847066237
27-2032,-0.1059663596824775,-0.205298763065855
27-2041,-0.04427890796855235,0.26155957513132216
27-2042,-0.09368194346535566,-0.11232876703741906
27-3011,-0.04491673483480329,0.2567324217547107
27-3023,-0.025273964913394537,0.40539135753999767
27-3031,0.015497639399731257,0.7139559506039377
27-3041,0.002189387060075293,0.613237434941895
27-3042,-0.0007540568683289187,0.590961083709815
27-3043,0.0023677987778211278,0.6145876771021319
27-3091,-0.04159480743972969,0.2818731831281563
27-3092,-0.039177767627939224,0.30016564226752757
27-4011,-0.07895756861906816,-0.000892859397578358
27-4012,-0.08639630271757497,-0.05719012801591576
27-4014,-0.05694604943469324,0.16569306662297775
27-4021,-0.06669229953512143,0.09193222873586422
27-4031,-0.11390335312309535,-0.26536692060870076
27-4032,-0.02071848085870251,0.4398678297619353
29-1011,-0.10143991053984974,-0.17104203068434537
29-1021,-0.12243631843487124,-0.32994546769837707
29-1022,-0.12347264714175238,-0.3377885327704157
29-1023,-0.08178373678777157,-0.022281653034660755
29-1024,-0.11356449941435523,-0.2628024334243703
29-1031,0.013283528094313168,0.6971992797428244
29-1041,-0.051692856840857934,0.20544988420009366
29-1051,-0.061050124818622355,0.13463291159400007
29-1071,-0.09144902867323254,-0.0954297890407129
29-1081,-0.051227280534377875,0.20897342382943765
29-1122,-0.06582453566713332,0.09849957405651766
29-1123,-0.10822961505666043,-0.2224273623765695
29-1124,-0.1117094197366174,-0.24876295875797658
29-1125,-0.0841805232673702,-0.040420832426736227
29-1126,-0.1120027301564337,-0.2509827686442138
29-1127,-0.012842275103515953,0.499475938510175
29-1128,-0.06799368902156479,0.08208315058289078
29-1129,-0.07053211163982238,0.06287205120570008
29-1131,-0.08439372868833987,-0.042034397678063676
29-1141,-0.06818430024141454,0.08064058106723827
29-1151,-0.11649904836331391,-0.28501146634118735
29-1161,-0.08414493497752716,-0.040151495804882364
29-1171,-0.06193309689441564,0.12795046865745208
29-1181,-0.06373354846005407,0.11432442636547138
29-1211,-0.10753695623110554,-0.21718523388444433
29-1213,-0.0410635457733262,0.28589383776429206
29-1214,-0.07094004027164487,0.05978479637729706
29-1215,-0.03323903724601506,0.34511069543593936
29-1216,-0.0458149048209361,0.2499349591347742
29-1217,-0.019779394517454967,0.44697495246707897
29-1218,-0.0893694563865905,-0.07969132627514128
29-1221,-0.051413722207223615,0.20756240996621114
29-1222,-0.030803488392809747,0.3635432333121765
29-1223,-0.023017549646387914,0.4224681900653985
29-1224,-0.07479641642639673,0.030599260047803008
29-1229,-0.049015032241250305,0.22571599518088054
29-1241,-0.09259901326180797,-0.10413301601893961
29-1291,-0.08827662251490305,-0.07142062305939444
29-1292,-0.12854108397393552,-0.3761470956707573
29-1299,-0.03672932392600177,0.31869576996929855
29-2011,-0.07291668650795897,0.044825290814174655
29-2012,-0.08594143503989007,-0.05374763262660402
29-2031,-0.10445865462853873,-0.19388826293306308
29-2032,-0.11643658206524947,-0.28453871359654587
29-2033,-0.08254133395195246,-0.02801524298310959
29-2034,-0.09881892289773177,-0.15120606889572902
29-2035,-0.09429854305118535,-0.11699526970490619
29-2036,-0.009448735932832339,0.5251586667444286
29-2051,-0.09432934654069344,-0.11722839436029178
29-2052,-0.07275427089103016,0.04605447248581013
29-2053,-0.07744263414621062,0.010572353880412068
29-2055,-0.15955719991009906,-0.6108809344170837
29-2056,-0.14622868754464394,-0.5100090883496888
29-2057,-0.08637656805983306,-0.05704077366162983
29-2061,-0.11054524175452723,-0.23995231440513703
29-2081,-0.07366792520446017,0.03913982254318124
29-2091,-0.08670185076222224,-0.059502553775127705
29-2092,-0.07628282170037741,0.01934995930968397
29-2099,-0.06639516964418739,0.09418094485650211
29-9091,-0.10705337440680195,-0.21352542624765436
29-9092,0.015456282654537884,0.7136429575916188
29-9093,-0.1592893742293282,-0.6088539962185167
29-9099,-0.09259000526614625,-0.10406484238283897
31-1121,-0.12276531354737731,-0.33243534379525114
31-1122,-0.12174527916649593,-0.3247155962172397
31-1131,-0.11920312708452649,-0.3054762717929365
31-1132,-0.14464106282295736,-0.49799374619088743
31-1133,-0.10112971397546525,-0.16869442434724766
31-2011,-0.1100949334922932,-0.23654432524134436
31-2012,-0.13494236663836548,-0.42459280227743107
31-2021,-0.1199237644120221,-0.3109301450817485
31-2022,-0.09777418466476953,-0.14329935948011374
31-9011,-0.14254353558271882,-0.48211939809425464
31-9091,-0.09494570442643613,-0.1218930678113366
31-9092,-0.08134909626418207,-0.01899223927354189
31-9093,-0.14678208397217174,-0.5141972616222373
31-9094,-0.021249205093252344,0.43585124247718326
31-9095,-0.06807071217624502,0.0815002297294978
31-9096,-0.12953629947592463,-0.38367901087389134
31-9097,-0.09507897370834754,-0.12290166637972015
31-9099,-0.08652716523943836,-0.05818051192369591
33-1011,-0.09099605620367182,-0.09200163682316148
33-1012,-0.10589307152642562,-0.20474410914851393
33-1021,-0.1635101392257118,-0.6407972728069327
33-1091,-0.07686073238617397,0.014976259069178358
33-2011,-0.19098241356366305,-0.8487108757774642
33-2021,-0.07436566593378371,0.03385923356869869
33-2022,-0.1202000126227318,-0.3130208260387115
33-3011,-0.09223153188953384,-0.10135187110191604
33-3012,-0.1201722758634733,-0.31281091078083295
33-3021,-0.04205345599725787,0.2784020735680283
33-3031,-0.117576677929221,-0.2931671014720507
33-3041,-0.12457061373700681,-0.3460980810791001
33-3051,-0.08627036792200302,-0.0562370377560915
33-3052,-0.11667927394338547,-0.28637543603802335
33-9011,-0.11921067382410662,-0.3055333864605277
33-9021,-0.023253284030559165,0.42068412280710904
33-9031,-0.02881409611208518,0.3785992025311434
33-9032,-0.09414918980805187,-0.11586494570940364
33-9091,-0.08884640494567006,-0.07573280765076712
33-9092,-0.12215330574321301,-0.3278035923048366
33-9093,-0.13530979259301962,-0.4273735277869859
33-9099,-0.05733121774894142,0.16277806472032139
35-1011,-0.12329426293682812,-0.33643849883064825
35-1012,-0.11931404429135714,-0.3063157070657465
35-2011,-0.09019616511683021,-0.08594796118628456
35-2012,-0.11237616407127567,-0.25380896314675366
35-2013,-0.1038472979539678,-0.1892614392727252
35-2014,-0.10489588114600076,-0.1971972478187523
35-2015,-0.09680057690868249,-0.135930974396376
35-2021,-0.10438586723847093,-0.19333739887522597
35-3011,-0.11611364109231272,-0.28209465598398287
35-3023,-0.10777084214889186,-0.21895531171829324
35-3031,-0.12004364741372836,-0.3118374346098397
35-3041,-0.10173693539465152,-0.1732899518784172
35-9011,-0.12028346536730822,-0.3136524068313761
35-9021,-0.13376203254193156,-0.41565988643363694
35-9031,-0.09118393706950366,-0.09342354267863547
37-1011,-0.12954687783620591,-0.3837590692255424
37-1012,-0.15098795409419627,-0.5460278119414084
37-2011,-0.14127432362604178,-0.47251384350493336
37-2012,-0.12268906887708952,-0.3318583146089586
37-2021,-0.14166201403393586,-0.47544793292726484
37-3011,-0.15936106398817648,-0.6093965532662106
37-3012,-0.16035164608434516,-0.6168934022754684
37-3013,-0.1914437169198985,-0.8522020771857443
39-1013,-0.06824142125588488,0.08020828209636448
39-1022,-0.05583901006875282,0.17407127879323558
39-2011,-0.11524963441383411,-0.27555574554274104
39-2021,-0.11692131047746339,-0.2882071987538289
39-3011,-0.09234528327095533,-0.10221275576196565
39-3012,-0.07568728616956086,0.023857046578319305
39-3021,-0.09548276098751109,-0.12595757893402165
39-3031,-0.08128340398340188,-0.018495071888841804
39-3091,-0.0853930930033093,-0.049597711615942994
39-3092,-0.10230638989781819,-0.17759965467275843
39-3093,-0.08610409866150286,-0.05497869122865899
39-4011,-0.12235782809721601,-0.3293514430210052
39-4021,-0.10171019890377783,-0.17308760677659002
39-4031,-0.10617329265595811,-0.20686485765127213
39-5011,-0.15582256913041573,-0.5826167822898625
39-5012,-0.13141674559714658,-0.39791046195237434
39-5091,-0.11149455234470591,-0.24713681550301192
39-5092,-0.07067537188226744,0.06178783980031104
39-5093,-0.10386414172736899,-0.1893889150533024
39-5094,-0.09836380785725773,-0.147761701433938
39-6011,-0.15206827653894248,-0.5542038271156172
39-6012,-0.02968792090706035,0.37198598735815375
39-7011,-0.049025262238074074,0.22563857328738013
39-7012,-0.07510347156574532,0.028275428407683156
39-9011,-0.09884133398567085,-0.151375678807984
39-9031,-0.13520297320899,-0.4265651053488767
39-9032,-0.07620437686058014,0.019943639653584935
39-9041,-0.05762544881804607,0.16055128724529774
41-1011,-0.06227944162694934,0.125329288469561
41-1012,-0.01907441814980608,0.4523103016560056
41-2011,-0.0782094960631885,0.0047686471257987065
41-2012,-0.10729366090221029,-0.21534394445226096
41-2021,-0.07365793019984272,0.03921546598631799
41-2022,-0.09975669627904324,-0.15830325495611205
41-2031,-0.07055367290817643,0.06270887283419145
41-3011,0.015061940015197443,0.71065852325096
41-3021,0.016256520378135,0.7196992566187499
41-3031,0.035546284920907695,0.8656866036146511
41-3041,0.002281220659220408,0.6139324430885499
41-4011,0.0021396481738367237,0.612861004839371
41-4012,-0.04181276366758149,0.2802236631770566
41-9011,-0.0865698268736401,-0.058503380498986735
41-9012,-0.06724435015933136,0.08775424067089145
41-9021,0.0009532336262980043,0.6038820713822793
41-9022,-0.01974333802654517,0.44724783249307576
41-9031,0.010723575622547901,0.6778252397456055
41-9041,-0.023068032895780452,0.422086126529568
41-9091,-0.01873559319776884,0.4548745712060175
43-1011,-0.02094215102740419,0.4381750659929178
43-2011,-0.022415108472310152,0.4270275401046223
43-2021,-0.03200500208221091,0.35445002766386535
43-3011,-0.008491634196594423,0.5324021322086504
43-3021,0.006452005716826623,0.6454974652587249
43-3031,-0.01235330382683206,0.5031765341956224
43-3041,-0.07130795820288996,0.057000347527463115
43-3051,0.006007234512974968,0.6421313812442466
43-3061,-0.0156282411006736,0.47839139992786145
43-3071,-0.0626508129876047,0.12251870363468036
43-4011,0.003761868598898894,0.6251381716016848
43-4021,0.0033400754951253657,0.6219459887181392
43-4031,-0.013998806376262808,0.4907231654085787
43-4041,0.01066133291174837,0.6773541791373068
43-4051,-0.0206782597167769,0.44017222838690784
43-4061,-0.001841401539468903,0.5827319234493115
43-4071,-0.05061908888998618,0.21357629414612508
43-4081,-0.02412772691304301,0.414066229870666
43-4111,-0.014650550857298272,0.4857906817852244
43-4121,-0.05211151122598768,0.20228145553121232
43-4131,0.01202799523023975,0.6876972502345938
43-4141,-0.029768951144397073,0.37137274040280566
43-4151,-0.03396808628056795,0.33959316129765066
43-4161,0.016403026172975278,0.7208080307699756
43-4171,-0.0265091738371688,0.39604314215003683
43-4181,-0.05513670778559744,0.17938639017677147
43-5011,-0.06626983142676657,0.09512952013837701
43-5021,-0.1197037208944714,-0.30926482826154356
43-5031,-0.03288609273472505,0.347781823573649
43-5032,-0.02275276485853202,0.4244721144066335
43-5041,-0.11916369975388619,-0.3051778808309035
43-5051,-0.1008179572217946,-0.16633501030279343
43-5052,-0.12439943194366902,-0.3448025558896676
43-5053,-0.11806259589684538,-0.29684458933323365
43-5061,-0.0018586308873152074,0.5826015295931826
43-5071,-0.1023011675927975,-0.17756013161619216
43-5111,-0.0943100806008143,-0.11708258732132554
43-6011,-0.016847752157433477,0.4691619879558399
43-6012,-0.023270991663961738,0.4205501092261612
43-6013,-0.03340585629467846,0.3438481880430291
43-6014,-0.011084555567210469,0.5127785794677208
43-9021,-0.024381644038267085,0.4121445533573994
43-9022,-0.019339804241420365,0.45030182657283535
43-9031,-0.014777445915718335,0.48483032413624644
43-9041,-0.00373000767698195,0.5684387163485018
43-9051,-0.12005867135531524,-0.3119511376759827
43-9061,-0.029593664323508184,0.3726993329533872
43-9071,-0.07918302273470182,-0.0025991242997591454
43-9081,-0.006649180802228396,0.5463460495856961
43-9111,0.034647267560357256,0.8588827279593004
45-1011,-0.13325276252900825,-0.41180566737739155
45-2011,-0.06373834698836554,0.11428811050396233
45-2021,-0.11169085699001133,-0.2486224735735168
45-2041,-0.11753307022869512,-0.2928370729486725
45-2091,-0.17679609841795496,-0.7413470711453518
45-2092,-0.1889767984255704,-0.8335321299479997
45-2093,-0.1620009871122154,-0.6293758211466973
45-3031,-0.17371914226367102,-0.7180602827145971
45-4011,-0.14858358709454075,-0.5278312622268752
45-4021,-0.18400680565776475,-0.7959186040207168
45-4022,-0.17080928321156727,-0.6960381060204914
45-4023,-0.10303943494519456,-0.1831474311351236
47-1011,-0.13330451646098024,-0.41219734759766813
47-2011,-0.17671519085240522,-0.7407347525854071
47-2021,-0.1838387727158089,-0.7946469097317762
47-2022,-0.19497852678952007,-0.8789539597116678
47-2031,-0.17275865630048787,-0.7107912049982261
47-2041,-0.17583722728634404,-0.7340902146759823
47-2042,-0.13238228354870465,-0.40521777374766693
47-2043,-0.19534120100019722,-0.8816987234293995
47-2044,-0.16002695292573796,-0.6144360839029358
47-2051,-0.1795043803814578,-0.7618436872596613
47-2053,-0.18847743601678701,-0.8297528928771624
47-2061,-0.19466197970059798,-0.876558291811806
47-2071,-0.16477277998133458,-0.6503530957260533
47-2072,-0.16812669338695757,-0.6757359312218001
47-2073,-0.16638961035768335,-0.6625894699265863
47-2081,-0.15294225602253744,-0.5608182129913992
47-2082,-0.11538121580227859,-0.27655156992258
47-2111,-0.19624949273514014,-0.8885727887083509
47-2121,-0.16815343717639164,-0.6759383315600437
47-2131,-0.16859288498936378,-0.6792641274875523
47-2132,-0.1502409277787602,-0.5403742234963645
47-2141,-0.16567291714971244,-0.6571654462268851
47-2142,-0.14675614940045298,-0.5140009855447195
47-2151,-0.1578699789499931,-0.5981118354881891
47-2152,-0.15804840770706055,-0.59946220660414
47-2161,-0.16633699908893648,-0.6621913012745319
47-2171,-0.17912480775509337,-0.7589710342217075
47-2181,-0.18195754321420632,-0.7804095299327429
47-2211,-0.18427770189989284,-0.7979687806110918
47-2221,-0.19179927241614472,-0.8548929655836663
47-2231,-0.17264021428938686,-0.7098948210669886
47-3011,-0.17248821237879572,-0.7087444516253968
47-3012,-0.18102917357268164,-0.7733835125494202
47-3013,-0.1957891944494673,-0.8850891937996034
47-3014,-0.1607552913350184,-0.6199482399404186
47-3015,-0.1785173779477494,-0.7543739295829367
47-3016,-0.16961368623106676,-0.6869896787640283
47-4011,-0.04952210483365149,0.22187840647756385
47-4021,-0.17450580841855945,-0.724013870414902
47-4031,-0.17785657456606346,-0.7493728870681697
47-4041,-0.15509398640550004,-0.5771027772411416
47-4051,-0.15241015607789588,-0.5567912141608722
47-4061,-0.19191821649397958,-0.8557931492186445
47-4071,-0.17301670103612105,-0.7127441197825313
47-4091,-0.17350045832862993,-0.7164052553846115
47-4099,-0.15913211515973924,-0.607663839941107
47-5011,-0.19837507826679668,-0.9046594854583987
47-5012,-0.1948383831514082,-0.8778933351570787
47-5013,-0.18887247426129344,-0.8327425916445856
47-5022,-0.19037098147584045,-0.8440834813802199
47-5023,-0.1805829412831293,-0.7700063708558964
47-5032,-0.18057615655097778,-0.7699550231556856
47-5041,-0.18036242090290447,-0.7683374450794223
47-5043,-0.19966785949457203,-0.9144434152347597
47-5044,-0.15872445762363493,-0.604578636798954
47-5051,-0.16688567699060627,-0.66634376415413
47-5071,-0.18915858771924932,-0.8349079340246952
47-5081,-0.20219572538969163,-0.9335746200129019
49-1011,-0.11432127889791621,-0.2685298350637744
