occ_code,ai_applicability,ai_applicability_pred,residual
19-1031,0.1552662748966702,0.1740472000474618,-0.018780925150791605
19-1032,0.0696332015213444,0.1573240450556403,-0.08769084353429589
19-1041,0.1770902032972764,0.2636369400441537,-0.08654673674687732
19-1042,0.1923521401204992,0.2292799062905429,-0.0369277661700437
19-2011,0.2810275603968572,0.2570297140307471,0.02399784636611013
19-2012,0.2345505725076676,0.2662633134865451,-0.031712740978877496
19-2021,0.3214338446559302,0.26698128827654755,0.05445255637938268
19-2031,0.2375148330185006,0.17332875766134562,0.06418607535715498
19-2032,0.2454798898238364,0.2331401255641511,0.012339764259685304
19-2041,0.1719299715793221,0.25292727142083143,-0.08099729984150933
19-2042,0.1737381990136186,0.21686840684110448,-0.04313020782748589
19-2043,0.180480111948228,0.20602376336415396,-0.02554365141592596
19-2099,0.1699525234715482,0.24263647669184477,-0.07268395322029655
19-3011,0.3277389094051159,0.2881460618093278,0.03959284759578813
19-3022,0.131145421970983,0.2781555353405373,-0.14701011336955427
19-3032,0.2574277995504501,0.2850143608746214,-0.02758656132417131
19-3033,0.2113936548970953,0.2431220519303918,-0.031728397033296496
19-3034,0.2227325440563945,0.2444104705498984,-0.02167792649350389
19-3039,0.1943893168862805,0.2231415202884624,-0.028752203402181903
19-3041,0.2862931919168603,0.2722563812725758,0.014036810644284525
19-3051,0.3298075491547521,0.26049348188023164,0.06931406727452044
19-3091,0.1981721201395909,0.21629692978066795,-0.018124809641077044
19-3092,0.3524044287682956,0.25554640643896837,0.09685802232932722
19-3093,0.4621263354351804,0.23962523015582923,0.22250110527935116
19-3094,0.3910323240387942,0.26104769727485594,0.12998462676393824
19-3099,0.3293075794929735,0.2696045657974143,0.05970301369555919
19-4012,0.1274189339536194,0.1343879832975854,-0.0069690493439659995
19-4013,0.0931044376130429,0.1864327069432283,-0.0933282693301854
19-4021,0.091298716107831,0.18005745301551915,-0.08875873690768815
19-4031,0.1397871985751076,0.1499207138250339,-0.010133515249926311
19-4042,0.1541341635503119,0.16251594674723946,-0.008381783196927561
19-4043,0.1266905853753022,0.17646286316085052,-0.049772277785548324
19-4051,0.1508247105425261,0.1522418083079009,-0.0014170977653747974
19-4061,0.2043513220531972,0.2767027704882627,-0.0723514484350655
19-4071,0.0316877713723587,0.11613530516946732,-0.08444753379710862
19-4092,0.1811997493555561,0.14456708671157456,0.036632662643981545
19-4099,0.1635339340419852,0.20673543458433416,-0.04320150054234895
19-5011,0.1459572147223505,0.19225752390533565,-0.046300309182985167
19-5012,0.0988717854820621,0.20146724770576785,-0.10259546222370575
21-1012,0.3250921100448616,0.2529578446351206,0.072134265409741
21-1013,0.2307794681928614,0.23812179937258687,-0.007342331179725464
21-1015,0.2322941019139237,0.22141921289227112,0.010874889021652567
21-1021,0.333667807079663,0.21670094167800164,0.11696686540166135
21-1022,0.1887338676680111,0.21546174781985683,-0.02672788015184574
21-1023,0.1456733222083868,0.2314369964574435,-0.0857636742490567
21-1091,0.1659842481483709,0.1911783918765242,-0.02519414372815329
21-1092,0.288475143716106,0.193750408046963,0.094724735669143
21-1093,0.2554444336226663,0.21063182022975743,0.044812613392908845
21-1094,0.2967326836058023,0.16510297028849094,0.13162971331731135
21-2011,0.2799707541904029,0.22466663325682176,0.05530412093358114
21-2021,0.2183334679855503,0.22922989484310885,-0.010896426857558539
23-1011,0.1802546459451798,0.2382822187041526,-0.0580275727589728
23-1012,0.0738564995251544,0.26225507406743015,-0.18839857454227577
23-1021,0.1404858462431817,0.23015115706163158,-0.08966531081844989
23-1022,0.1115926302329555,0.24370816440166002,-0.13211553416870453
23-1023,0.0763290633174109,0.24598142889179392,-0.169652365574383
23-2011,0.0571226791211703,0.2494379201546682,-0.1923152410334979
23-2093,0.0674106197208489,0.2285799174060893,-0.1611692976852404
25-1011,0.3670116640285393,0.25654506416412914,0.11046659986441015
25-1021,0.3302953145053312,0.255720784114974,0.07457453039035716
25-1022,0.2964077976368882,0.2579022927422496,0.03850550489463861
25-1031,0.3287433475625998,0.24279262668267754,0.08595072087992228
25-1032,0.3309591695489919,0.2541377577407745,0.07682141180821739
25-1041,0.3307079138803792,0.1915538052164084,0.13915410866397077
25-1042,0.2669757716127077,0.23233733115712218,0.034638440455585506
25-1043,0.3234309373558784,0.23352674204543267,0.08990419531044574
25-1051,0.2970806826079192,0.24563201673321378,0.051448665874705424
25-1052,0.2498892436038045,0.24615354012381316,0.0037357034799913313
25-1053,0.3051986959733845,0.22731278410582567,0.07788591186755883
25-1054,0.3062445114667975,0.21623199813564936,0.09001251333114813
25-1061,0.3233716944436661,0.2230122135370643,0.1003594809066018
25-1062,0.3313190806789059,0.26639217268570975,0.06492690799319617
25-1063,0.3490992432037861,0.2659048216563489,0.08319442154743723
25-1064,0.3215928897483308,0.27088827117040803,0.050704618577922744
25-1065,0.3393778051760122,0.2548089219558093,0.0845688832202029
25-1066,0.3097842042208806,0.25927020037453313,0.050514003846347466
25-1067,0.3270457233546691,0.26397524683585016,0.06307047651881892
25-1071,0.3148217474973832,0.18661285753600035,0.12820888996138283
25-1072,0.296143740655948,0.1981769851298459,0.0979667555261021
25-1081,0.3297197587906338,0.24338420092686208,0.08633555786377173
25-1082,0.3408541762308504,0.2702915030371439,0.07056267319370652
25-1111,0.3337128843085055,0.2484440694633187,0.08526881484518678
25-1112,0.325553108575961,0.2610032142185434,0.06454989435741759
25-1113,0.3257343802084443,0.2639269484716694,0.06180743173677489
25-1121,0.3251805121202225,0.1811000048126018,0.14408050730762068
25-1122,0.3171642565607058,0.25247680992386845,0.06468744663683734
25-1123,0.3304457925328315,0.2472955523558848,0.08315024017694672
25-1124,0.3334252112561148,0.2730246372340635,0.06040057402205129
25-1125,0.3323866705227311,0.2467798310307316,0.08560683949199949
25-1126,0.3382012154426334,0.25837428044061334,0.07982693500202004
25-1192,0.3218966482964592,0.24343709475313702,0.07845955354332218
25-1193,0.322142668485851,0.2161808412164006,0.10596182726945039
25-1194,0.1863315606152506,0.1400161599196792,0.04631540069557141
25-2011,0.1588004303609343,0.15673859651912042,0.0020618338418138815
25-2012,0.1987051961706306,0.18023478424083075,0.01847041192979984
25-2021,0.1887956769334502,0.21474806365834886,-0.025952386724898663
25-2022,0.1766463700064311,0.21166153340503716,-0.03501516339860605
25-2023,0.179955978495696,0.19946144615742256,-0.01950546766172656
25-2031,0.1763900570139484,0.21769709486860078,-0.041307037854652395
25-2032,0.1802530046933172,0.14992277788432654,0.030330226808990668
25-2051,0.1726399482829425,0.18806509791768375,-0.015425149634741259
25-2057,0.1665787511103967,0.2112745216055827,-0.044695770495186
25-2058,0.1982418411087659,0.2134051716609245,-0.0151633305521586
25-2059,0.1945860749198728,0.12284319259248805,0.07174288232738474
25-3011,0.1704823680824817,0.2379148891523452,-0.0674325210698635
25-3021,0.2048326904141578,0.18503812222193974,0.01979456819221806
25-3031,0.2290971387580143,0.20570550796018106,0.02339163079783324
25-3041,0.2916389768735238,0.22245859477180624,0.06918038210171756
25-4011,0.2759823519997492,0.1988594741301263,0.07712287786962288
25-4012,0.2480534556113144,0.19060375060383752,0.05744970500747687
25-4013,0.1925996161524171,0.12775209812060798,0.06484751803180913
25-4022,0.2542992331996265,0.220740897042853,0.033558336156773505
25-4031,0.2560661085136595,0.17986504024705802,0.0762010682666015
25-9021,0.3244137233984866,0.20338131523275432,0.1210324081657323
25-9031,0.3137530525869644,0.24365210597115805,0.07010094661580635
25-9044,0.2147514578520986,0.2499136959888404,-0.0351622381367418
27-1011,0.2428190160732439,0.23197368118632317,0.010845334886920743
27-1012,0.1980417886036153,0.10987002857900269,0.0881717600246126
27-1013,0.1826591340845306,0.1552405095143662,0.027418624570164418
27-1014,0.1313807166198247,0.2370060690817282,-0.1056253524619035
27-1021,0.2089608945352287,0.23431779626256755,-0.025356901727338843
27-1022,0.2709395823849275,0.19123728010539132,0.07970230227953617
27-1023,0.1701865623370429,0.146884648580507,0.023301913756535897
27-1024,0.2282001473941018,0.23745852141432816,-0.009258374020226362
27-1025,0.2066579487388623,0.2505844105841779,-0.043926461845315595
27-1026,0.1689491875754182,0.11873859518313519,0.050210592392283024
27-1027,0.2402709112473996,0.2040885953861294,0.036182315861270214
27-2011,0.1308745576876522,0.15265800898392068,-0.02178345129626849
27-2012,0.1673518655593104,0.21298930016203976,-0.04563743460272937
27-2021,0.2217035194562356,0.08345417690552594,0.13824934255070964
27-2022,0.1694471600495868,0.1530872765833088,0.01635988346627798
27-2023,0.0870710452495893,0.17221191396375368,-0.08514086871416439
27-2031,0.0884099669292513,0.10797991877729922,-0.019569951848047926
27-2032,0.1573667369593798,0.13109940007268864,0.026267336886691167
27-2041,0.1365966167965151,0.1927868517866138,-0.0561902349900987
27-2042,0.0849620830805815,0.1433838162898105,-0.05842173320922901
27-3011,0.4092803575369506,0.19214902492036287,0.2171313326165877
27-3023,0.3826814614615561,0.21179179484177163,0.1708896666197845
27-3031,0.3652853004130527,0.2525633991548974,0.11272190125815529
27-3041,0.3674755296093486,0.23925514681524146,0.12822038279410714
27-3042,0.3729769869991587,0.23631170288683723,0.13666528411232148
27-3043,0.4543481790911307,0.23943355853298726,0.21491462055814342
27-3091,0.4921989654086071,0.19547095231543649,0.2967280130931706
27-3092,0.2022046764211565,0.19788799212722694,0.004316684293929562
27-4011,0.1719186796565603,0.158108191136098,0.013810488520462294
27-4012,0.1402298407132763,0.15066945703759121,-0.010439616324314921
27-4014,0.0723809728818108,0.18011971032047291,-0.10773873743866211
27-4021,0.2462594665201454,0.1703734602200447,0.0758860063001007
27-4031,0.2049616402593088,0.1231624066320708,0.081799233627238
27-4032,0.1157719194785119,0.21634727889646366,-0.10057535941795176
29-1011,0.1112686242547227,0.13562584921531642,-0.024357224960593726
29-1021,0.0456220503390534,0.11462944132029491,-0.0690073909812415
29-1022,0.0260618893069441,0.11359311261341379,-0.08753122330646969
29-1023,0.1794847679226294,0.15528202296739457,0.024202744955234834
29-1024,0.0151204449508008,0.12350126034081092,-0.10838081539001013
29-1031,0.2212822553688573,0.2503492878494793,-0.029067032480622007
29-1041,0.0663425571139364,0.18537290291430822,-0.11903034580037182
29-1051,0.2783170865260939,0.17601563493654382,0.10230145158955006
29-1071,0.0510917663480985,0.14561673108193363,-0.09452496473383512
29-1081,0.1440694525880412,0.18583847922078828,-0.041769026632747064
29-1122,0.1062921781247961,0.17124122408803283,-0.06494904596323672
29-1123,0.1722295163221381,0.12883614469850574,0.043393371623632354
29-1124,0.0879663415032409,0.12535634001854873,-0.03738999851530783
29-1125,0.0652482413518161,0.15288523648779595,-0.08763699513597985
29-1126,0.0544069346482636,0.12506302959873244,-0.07065609495046885
29-1127,0.1379024367241895,0.2242234846516502,-0.0863210479274607
29-1128,0.1227380581592757,0.16907207073360137,-0.046334012574325664
29-1129,0.0969444301420626,0.16653364811534377,-0.06958921797328117
29-1131,0.1554157827156154,0.15267203106682628,0.0027437516487891223
29-1141,0.1217848879879193,0.1688814595137516,-0.04709657152583231
29-1151,0.0751282866987558,0.12056671139185224,-0.04543842469309643
29-1161,0.1252282718771852,0.152920824777639,-0.027692552900453804
29-1171,0.1426939133666566,0.17513266286075052,-0.03243874949409392
29-1181,0.1486045121320545,0.1733322112951121,-0.024727699163057587
29-1211,0.0363665957841402,0.12952880352406063,-0.09316220773992043
29-1213,0.113449798018526,0.19600221398183998,-0.08255241596331397
29-1214,0.0766430563615361,0.16612571948352128,-0.08948266312198519
29-1215,0.165352739021983,0.2038267225091511,-0.0384739834871681
29-1216,0.1628626434672361,0.19125085493423005,-0.02838821146699394
29-1217,0.1286642336585428,0.2172863652377112,-0.0886221315791684
29-1218,0.1561006783558151,0.14769630336857567,0.008404374987239421
29-1221,0.1449088236855398,0.18565203754794254,-0.04074321386240273
29-1222,0.1235263245454821,0.20626227136235642,-0.08273594681687432
29-1223,0.1668002625513496,0.21404821010877823,-0.047247947557428616
29-1224,0.1415794642149896,0.16226934332876944,-0.02068987911377984
29-1229,0.1128071233148566,0.18805072751391586,-0.07524360419905926
29-1241,0.0884228450918208,0.1444667464933582,-0.056043901401537394
29-1291,0.055361517286983,0.1487891372402631,-0.09342761995328011
29-1292,0.0574836696575682,0.10852467578123065,-0.05104100612366245
29-1299,0.1335644121866513,0.20033643582916438,-0.06677202364251308
29-2031,0.089016734039033,0.13260710512662743,-0.043590371087594434
29-2032,0.0748058408340331,0.1206291776899167,-0.04582333685588359
29-2033,0.087133475008051,0.15452442580321368,-0.06739095079516268
29-2034,0.103396477620889,0.13824683685743439,-0.03485035923654539
29-2035,0.078909161718175,0.14276721670398082,-0.06385805498580582
29-2036,0.1640258450711516,0.2276170238223338,-0.06359117875118223
29-2051,0.1247503803827002,0.14273641321447272,-0.017986032831772525
29-2052,0.1927314430395932,0.164311488864136,0.0284199541754572
29-2053,0.0623078443703132,0.15962312560895553,-0.09731528123864233
29-2055,0.0293140663787733,0.07750855984506709,-0.048194493466293786
29-2056,0.0701948051305758,0.09083707221052223,-0.02064226707994643
29-2057,0.0070841708786574,0.1506891916953331,-0.1436050208166757
29-2061,0.0341220110084765,0.1265205180006389,-0.0923985069921624
29-2081,0.1360739884386869,0.163397834550706,-0.0273238461120191
29-2091,0.0507217166893116,0.15036390899294394,-0.09964219230363233
29-2092,0.0953835250673851,0.16078293805478874,-0.06539941298740365
29-2099,0.0965478860317066,0.17067059011097876,-0.07412270407927217
29-9091,0.1106822055571351,0.1300123853483642,-0.019330179791229113
29-9092,0.3112487327282943,0.25252204240970405,0.058726690318590236
29-9093,0.0117987049728772,0.07777638552583793,-0.06597768055296073
29-9099,0.1394692388633905,0.14447575448901992,-0.005006515625629426
31-1131,0.0286584578634155,0.11786263267063968,-0.08920417480722417
31-1132,0.0,0.0924246969322088,-0.0924246969322088
31-1133,0.0675923872270869,0.13593604577970092,-0.06834365855261403
31-2011,0.0863872331542789,0.12697082626287295,-0.04058359310859405
31-2012,0.0463403751626936,0.10212339311680066,-0.05578301795410706
31-2021,0.0435891406733917,0.11714199534314407,-0.07355285466975237
31-2022,0.0376243689544937,0.13929157509039664,-0.10166720613590294
31-9011,0.0118943161548162,0.09452222417244735,-0.08262790801763115
31-9091,0.0553854108929098,0.14212005532873,-0.08673464443582021
31-9092,0.0693668425309035,0.15571666349098406,-0.08634982096008056
31-9093,0.0210473584131197,0.0902836757829944,-0.0692363173698747
31-9094,0.08437182388197,0.2158165546619138,-0.13144473077994379
31-9095,0.0890014480956678,0.16899504757892114,-0.07999359948325334
31-9096,0.0344974365356819,0.10752946027924151,-0.0730320237435596
31-9097,0.0222731761193863,0.1419867860468186,-0.11971360992743231
31-9099,0.053861656343154,0.1505385945157278,-0.09667693817257379
33-1011,0.1237531457636563,0.14606970355149435,-0.022316557787838046
33-1012,0.0826879736536491,0.13117268822874054,-0.04848471457509143
33-1021,0.0088147341874383,0.07355562052945436,-0.06474088634201605
33-1091,0.0838811712986322,0.16020502736899217,-0.07632385607035996
33-2011,0.0704000620729872,0.046083346191503116,0.024316715881484083
33-2021,0.1128806631010913,0.16270009382138242,-0.04981943072029113
33-2022,0.0487207059837508,0.11686574713243436,-0.06814504114868355
33-3011,0.2091533830588072,0.1448342278656323,0.06431915519317491
33-3012,0.1077570256669502,0.11689348389169286,-0.009136458224742669
33-3021,0.1454797876304932,0.1950123037579083,-0.04953251612741508
33-3031,0.1251313253445598,0.11948908182594514,0.00564224351861467
33-3041,0.1531256945525484,0.11249514601815934,0.04063054853438906
33-3051,0.1434087606474466,0.15079539183316315,-0.007386631185716558
33-3052,0.0855407152465839,0.12038648581178071,-0.03484577056519682
33-9011,0.2034714370385781,0.11785508593105955,0.08561635110751854
33-9021,0.1718569559844421,0.213812475724607,-0.0419555197401649
33-9031,0.1564933370741734,0.20825166364308098,-0.05175832656890758
33-9032,0.1390132209328652,0.14291656994711427,-0.0039033490142490745
33-9091,0.1887432964779515,0.1482193548094961,0.04052394166845538
33-9092,0.0336163494346046,0.11491245401195313,-0.08129610457734854
33-9093,0.2114124464404239,0.10175596716214654,0.10965647927827736
33-9099,0.0505188781623748,0.17973454200622474,-0.12921566384384994
35-1011,0.1512295711047082,0.11377149681833804,0.03745807428637016
35-1012,0.1166910255111823,0.117751715463809,-0.0010606899526267033
35-2011,0.191127576141082,0.14686959463833596,0.04425798150274604
35-2012,0.0720416094465652,0.12468959568389049,-0.05264798623732529
35-2013,0.26035524768488,0.13321846180119837,0.12713678588368163
35-2014,0.1724963430982846,0.1321698786091654,0.040326464489119196
35-2015,0.1418831816531557,0.14026518284648368,0.0016179988066720163
35-2021,0.136828593947226,0.13267989251669524,0.004148701430530755
35-3011,0.1783491644247739,0.12095211866285345,0.05739704576192044
35-3023,0.1637873445307487,0.1292949176062743,0.034492426924474406
35-3031,0.2610670032140441,0.11702211234143779,0.1440448908726063
35-3041,0.1174229918560331,0.13532882436051463,-0.017905832504481536
35-9011,0.0611606150817207,0.11678229438785794,-0.055621679306137234
35-9021,0.0175904877428979,0.10330372721323458,-0.08571323947033668
35-9031,0.3049908903590614,0.1458818226856625,0.1591090676733989
37-1011,0.1581050184879343,0.10751888191896025,0.05058613656897404
37-1012,0.1143346725115156,0.0860778056609699,0.02825686685054571
37-2011,0.1075530727664869,0.09579143612912436,0.011761636637362544
37-2012,0.0081162949815227,0.11437669087807663,-0.10626039589655392
37-2021,0.1151605469666609,0.0954037457212303,0.01975680124543061
37-3011,0.0427478188261251,0.07770469576698968,-0.034956876940864585
37-3012,0.0821003836950488,0.076714113670821,0.005386270024227799
37-3013,0.0300778376852511,0.04562204283526765,-0.01554420515001655
39-1013,0.2595399249835038,0.16882433849928127,0.09071558648422254
39-1022,0.2908214437001996,0.18122674968641334,0.10959469401378624
39-2011,0.0576717174456,0.12181612534133206,-0.06414440789573206
39-2021,0.2493175530767327,0.12014444927770276,0.12917310379902994
39-3011,0.2852187339282571,0.14472047648421082,0.14049825744404626
39-3012,0.2486500447361888,0.1613784735856053,0.08727157115058348
39-3021,0.0520934368013022,0.14158299876765507,-0.08948956196635287
39-3031,0.2210650756750041,0.15578235577176427,0.06528271990323983
39-3091,0.2874185553152174,0.15167266675185687,0.13574588856336056
39-3092,0.1003453439790061,0.13475936985734796,-0.03441402587834186
39-3093,0.1805889563685232,0.1509616610936633,0.02962729527485991
39-4011,0.0258295435404326,0.11470793165795015,-0.08887838811751755
39-4021,0.1811041006027866,0.13535556085138833,0.045748539751398254
39-4031,0.10979646883354,0.13089246709920804,-0.021095998265668048
39-5011,0.0947994129225134,0.08124319062475044,0.01355622229776296
39-5012,0.0687210026565351,0.10564901415801956,-0.03692801150148446
39-5091,0.1329749910361909,0.12557120741046024,0.007403783625730659
39-5092,0.0372469505461381,0.16639038787289873,-0.12914343732676062
39-5093,0.091749238926348,0.13320161802779718,-0.04145237910144918
39-5094,0.0835372854761959,0.1387019518979084,-0.0551646664217125
39-6011,0.1955974972580194,0.08499748321622369,0.1106000140417957
39-6012,0.3719693167084712,0.2073778388481058,0.16459147786036543
39-9011,0.1603879086287594,0.13822442576949528,0.022163482859264116
39-9031,0.1153807119660138,0.10186278654617617,0.013517925419837623
39-9032,0.1900778593423698,0.160861382894586,0.029216476447783774
39-9041,0.1441692007967609,0.1794403109371201,-0.03527111014035919
41-1011,0.1300948369812961,0.17478631812821682,-0.04469148114692073
41-1012,0.1694501446418543,0.21799134160536007,-0.048541196963505784
41-2011,0.2978434241004641,0.15885626369197767,0.13898716040848644
41-2012,0.1430783629639135,0.12977209885295587,0.013306264110957616
41-2021,0.3437905899053236,0.16340782955532343,0.18038276035000014
41-2022,0.2436937427606356,0.13730906347612293,0.10638467928451267
41-2031,0.2986912070385346,0.16651208684698973,0.13217912019154485
