occ_code,writing_intensity,social_perceptiveness,physical_manual,creativity_originality,tool_technology,accountability_responsibility,substitution_score,defense_score,net_risk,net_risk_calibrated,net_risk_uncalibrated,net_risk_source,bottleneck_B,demand_elasticity_eps,m_comp,m_comp_raw
21-1091,0.9127906976744186,0.9883720930232558,0.330749354005168,0.853359173126615,0.6195090439276486,0.4186046511627907,0.7661498708010336,0.7241602067183462,0.2493865496647554,0.2493865496647554,0.04198966408268734,calibrated,0.165374677002584,0.7,0.2,0.5842377260981911
21-1092,0.8688630490956072,0.8669250645994832,0.3281653746770026,0.4754521963824289,0.6156330749354005,0.810077519379845,0.7422480620155039,0.5568475452196383,0.2688518892400693,0.2688518892400693,0.18540051679586556,calibrated,0.1640826873385013,0.7,0.2,0.585142118863049
21-1093,0.9315245478036176,0.907622739018088,0.2474160206718346,0.7054263565891473,0.6350129198966409,0.3817829457364341,0.7832687338501292,0.62015503875969,0.3966125248168164,0.3966125248168164,0.16311369509043916,calibrated,0.1237080103359173,0.7,0.2,0.6134043927648579
21-1094,0.9612403100775194,1.0,0.4677002583979328,0.6963824289405685,0.6498708010335917,0.3410852713178294,0.8055555555555556,0.7213608957795005,0.0520445027467761,0.0520445027467761,0.08419465977605511,calibrated,0.2338501291989664,0.7,0.2,0.5363049095607235
21-2011,0.5277777777777778,0.875968992248062,0.0878552971576227,0.9405684754521964,0.3410852713178294,0.5303617571059431,0.4344315245478036,0.6347975882859603,0.5028297424952096,0.5028297424952096,-0.20036606373815674,calibrated,0.04392764857881135,0.7,0.2,0.669250645994832
21-2021,0.6782945736434108,0.9806201550387597,0.1718346253229974,0.8837209302325582,0.7067183462532299,0.0155038759689922,0.6925064599483204,0.6787252368647717,0.537365076047529,0.537365076047529,0.013781223083548677,calibrated,0.0859173126614987,0.7,0.2,0.6398578811369509
23-1011,0.9534883720930232,0.8191214470284238,0.0801033591731266,0.9328165374677002,0.5109819121447028,0.9024547803617572,0.732235142118863,0.6106804478897502,0.6058741934963787,0.6058741934963787,0.1215546942291128,calibrated,0.0400516795865633,0.7,0.2,0.6719638242894056
23-1012,0.5219638242894057,0.146640826873385,0.0322997416020671,0.5038759689922481,0.5348837209302325,0.6821705426356589,0.5284237726098191,0.2276055124892334,0.7873037566536232,0.7873037566536232,0.30081826012058566,calibrated,0.01614987080103355,0.7,0.2,0.6886950904392765
23-1021,0.9334625322997416,0.6563307493540051,0.1059431524547803,0.4689922480620155,0.4186046511627907,0.5697674418604651,0.6760335917312662,0.4104220499569336,0.5443373035659869,0.5443373035659869,0.2656115417743326,calibrated,0.05297157622739015,0.7,0.2,0.6629198966408268
23-1022,0.7512919896640827,0.3281653746770026,0.0387596899224806,0.6731266149870802,0.3210594315245478,0.4799741602067183,0.5361757105943152,0.3466838931955211,0.646938428135765,0.646938428135765,0.18949181739879412,calibrated,0.0193798449612403,0.7,0.2,0.6864341085271317
23-1023,0.9412144702842378,0.7351421188630491,0.0116279069767441,0.5264857881136951,0.3901808785529715,0.9354005167958656,0.6656976744186046,0.4244186046511628,0.6641427776859504,0.6641427776859504,0.2412790697674418,calibrated,0.00581395348837205,0.7,0.2,0.6959302325581395
23-2011,0.979328165374677,0.5813953488372093,0.1298449612403101,0.3165374677002584,0.770671834625323,0.5200258397932817,0.875,0.3425925925925926,0.6903019352154595,0.6903019352154595,0.5324074074074074,calibrated,0.06492248062015504,0.7,0.2,0.6545542635658914
23-2093,0.7532299741602068,0.25,0.1589147286821705,0.1124031007751938,0.4418604651162791,0.8145994832041343,0.5975452196382429,0.17377260981912143,0.5324459656339584,0.5324459656339584,0.42377260981912146,calibrated,0.07945736434108525,0.7,0.2,0.6443798449612403
25-1011,0.582687338501292,0.6059431524547804,0.0788113695090439,0.7093023255813954,0.727390180878553,0.0988372093023255,0.6550387596899225,0.46468561584840656,0.7440896886304053,0.7440896886304053,0.19035314384151597,calibrated,0.03940568475452195,0.7,0.2,0.6724160206718346
25-1021,0.7344961240310077,0.5400516795865633,0.165374677002584,0.8217054263565892,0.9677002583979328,0.0917312661498708,0.8510981912144703,0.5090439276485789,0.7378514342810072,0.7378514342810072,0.3420542635658914,calibrated,0.082687338501292,0.7,0.2,0.6421188630490956
25-1022,0.6666666666666666,0.4412144702842377,0.0620155038759689,0.7202842377260982,0.6472868217054264,0.0129198966408268,0.6569767441860466,0.40783807062876826,0.7543613640024643,0.7543613640024643,0.2491386735572783,calibrated,0.03100775193798445,0.7,0.2,0.6782945736434108
25-1031,0.7848837209302325,0.7532299741602068,0.1757105943152454,0.9121447028423773,0.8624031007751938,0.0594315245478036,0.8236434108527131,0.6136950904392765,0.6400095243447124,0.6400095243447124,0.20994832041343658,calibrated,0.0878552971576227,0.7,0.2,0.638501291989664
25-1032,0.6589147286821705,0.3456072351421189,0.148578811369509,0.9037467700258398,0.8333333333333334,0.2228682170542635,0.7461240310077519,0.4659776055124893,0.7258708929902371,0.7258708929902371,0.28014642549526264,calibrated,0.0742894056847545,0.7,0.2,0.6479974160206718
25-1041,0.9108527131782944,0.7997416020671835,0.355297157622739,0.8165374677002584,0.6472868217054264,0.3385012919896641,0.7790697674418604,0.657192075796727,0.2522277247032087,0.2522277247032087,0.1218776916451334,calibrated,0.1776485788113695,0.7,0.2,0.5756459948320413
25-1042,0.875968992248062,0.458656330749354,0.1950904392764857,0.8746770025839793,0.6750645994832042,0.2945736434108527,0.775516795865633,0.5094745908699396,0.5608825421335263,0.5608825421335263,0.2660422049956934,calibrated,0.09754521963824285,0.7,0.2,0.63171834625323
25-1043,0.9082687338501292,0.5910852713178295,0.2364341085271318,0.8410852713178295,0.8624031007751938,0.3817829457364341,0.8853359173126615,0.5562015503875969,0.5698841522717661,0.5698841522717661,0.3291343669250646,calibrated,0.1182170542635659,0.7,0.2,0.6172480620155039
25-1051,0.7596899224806202,0.560077519379845,0.169250645994832,0.7370801033591732,0.8294573643410853,0.2454780361757106,0.7945736434108528,0.4888027562446167,0.661498382834675,0.661498382834675,0.30577088716623607,calibrated,0.084625322997416,0.7,0.2,0.6407622739018087
25-1052,0.8133074935400517,0.4315245478036176,0.1860465116279069,0.7299741602067183,0.8527131782945736,0.4728682170542636,0.8330103359173127,0.4491817398794143,0.6654453369833941,0.6654453369833941,0.3838285960378984,calibrated,0.09302325581395345,0.7,0.2,0.6348837209302326
25-1053,0.6976744186046512,0.5174418604651163,0.1679586563307493,0.7609819121447028,0.5290697674418605,0.1912144702842377,0.6133720930232558,0.4821274763135228,0.5228561425759597,0.5228561425759597,0.13124461670973298,calibrated,0.08397932816537465,0.7,0.2,0.6412144702842377
25-1054,0.770671834625323,0.5678294573643411,0.3171834625322997,0.8217054263565892,0.8417312661498708,0.1789405684754522,0.8062015503875969,0.5689061154177434,0.4389953705676496,0.4389953705676496,0.2372954349698535,calibrated,0.15859173126614984,0.7,0.2,0.5889857881136951
25-1061,0.9987080103359172,0.7803617571059431,0.2157622739018088,0.921188630490956,0.689922480620155,0.045219638242894,0.844315245478036,0.6391042204995693,0.490308887449543,0.490308887449543,0.20521102497846677,calibrated,0.1078811369509044,0.7,0.2,0.6244832041343669
25-1062,0.8501291989664083,0.6524547803617571,0.0335917312661498,0.8333333333333334,0.7512919896640827,0.2002583979328165,0.8007105943152455,0.5064599483204134,0.8186138356441586,0.8186138356441586,0.2942506459948321,calibrated,0.0167958656330749,0.7,0.2,0.6882428940568476
25-1063,0.5691214470284238,0.3365633074935401,0.0820413436692506,0.7984496124031008,0.8036175710594315,0.0859173126614987,0.6863695090439277,0.4056847545219638,0.8149255021927909,0.8149255021927909,0.2806847545219639,calibrated,0.0410206718346253,0.7,0.2,0.6712855297157623
25-1064,0.7932816537467701,0.6111111111111112,0.0684754521963824,0.8023255813953488,0.9186046511627908,0.0368217054263565,0.8559431524547805,0.4939707149009475,0.8526408704562201,0.8526408704562201,0.36197243755383296,calibrated,0.0342377260981912,0.7,0.2,0.6760335917312661
25-1065,0.6395348837209303,0.4134366925064599,0.003875968992248,0.7629198966408268,0.4082687338501292,0.0465116279069767,0.5239018087855297,0.39341085271317827,0.7309503475856652,0.7309503475856652,0.13049095607235145,calibrated,0.001937984496124,0.7,0.2,0.6986434108527131
25-1066,0.8947028423772609,0.872093023255814,0.0607235142118863,0.772609819121447,0.7906976744186046,0.1647286821705426,0.8427002583979328,0.5684754521963824,0.7647138597900474,0.7647138597900474,0.27422480620155043,calibrated,0.03036175710594315,0.7,0.2,0.6787467700258397
25-1067,0.7487080103359173,0.4935400516795866,0.020671834625323,0.8217054263565892,0.6266149870801033,0.1175710594315245,0.6876614987080103,0.4453057708871662,0.8003222389829121,0.8003222389829121,0.24235572782084408,calibrated,0.0103359173126615,0.7,0.2,0.692764857881137
25-1071,0.772609819121447,0.7784237726098191,0.3604651162790697,0.7926356589147286,0.5807493540051679,0.5348837209302325,0.6766795865633075,0.6438415159345392,0.214834015624547,0.214834015624547,0.03283807062876831,calibrated,0.18023255813953484,0.7,0.2,0.5738372093023255
25-1072,0.9450904392764858,0.9341085271317828,0.3869509043927648,0.7403100775193798,0.8888888888888888,0.8307493540051679,0.9169896640826873,0.6871231696813092,0.3023527774012495,0.3023527774012495,0.22986649440137819,calibrated,0.1934754521963824,0.7,0.2,0.5645671834625323
25-1081,0.8229974160206718,0.5626614987080103,0.1020671834625323,0.7777777777777778,0.5839793281653747,0.417312661498708,0.7034883720930232,0.48083548664944015,0.644486632101425,0.644486632101425,0.22265288544358303,calibrated,0.05103359173126615,0.7,0.2,0.6642764857881137
25-1082,0.7990956072351422,0.5264857881136951,0.0671834625322997,0.7493540051679587,0.8804909560723514,0.1324289405684754,0.8397932816537468,0.4476744186046511,0.8481244546983318,0.8481244546983318,0.39211886304909566,calibrated,0.03359173126614985,0.7,0.2,0.6764857881136951
25-1111,0.9334625322997416,0.5729974160206718,0.0710594315245478,0.7558139534883721,0.5678294573643411,0.332687338501292,0.7506459948320414,0.46662360034453054,0.6827803490696859,0.6827803490696859,0.2840223944875109,calibrated,0.0355297157622739,0.7,0.2,0.6751291989664082
25-1112,0.6763565891472868,0.4263565891472868,0.0284237726098191,0.7713178294573644,0.5852713178294574,0.374031007751938,0.6308139534883721,0.4086993970714901,0.7778295249830172,0.7778295249830172,0.222114556416882,calibrated,0.01421188630490955,0.7,0.2,0.6900516795865633
25-1113,0.8856589147286822,0.7855297157622739,0.0633074935400516,0.8443152454780362,0.8456072351421189,0.2047803617571059,0.8656330749354005,0.5643841515934539,0.7999567109312166,0.7999567109312166,0.30124892334194664,calibrated,0.0316537467700258,0.7,0.2,0.677842377260982
25-1121,0.7622739018087855,0.8294573643410853,0.3475452196382429,0.9806201550387597,0.4696382428940568,0.0439276485788113,0.6159560723514211,0.719207579672696,0.1731120577601302,0.1731120577601302,-0.10325150732127486,calibrated,0.17377260981912146,0.7,0.2,0.5783591731266149
25-1122,0.9198966408268734,0.6841085271317829,0.0968992248062015,0.8081395348837209,0.7441860465116279,0.2002583979328165,0.8320413436692506,0.5297157622739018,0.7133006324901111,0.7133006324901111,0.3023255813953488,calibrated,0.04844961240310075,0.7,0.2,0.6660852713178295
25-1123,0.958656330749354,0.6046511627906976,0.0542635658914728,0.8869509043927648,0.5064599483204134,0.0322997416020671,0.7325581395348837,0.5152885443583117,0.6740882281719999,0.6740882281719999,0.21726959517657196,calibrated,0.0271317829457364,0.7,0.2,0.6810077519379845
25-1124,0.5904392764857881,0.4224806201550387,0.0303617571059431,0.7351421188630491,0.7764857881136951,0.0310077519379844,0.6834625322997416,0.3959948320413436,0.8688091556187257,0.8688091556187257,0.287467700258398,calibrated,0.01518087855297155,0.7,0.2,0.6893733850129199
25-1125,0.9554263565891472,0.4987080103359173,0.0077519379844961,0.8023255813953488,0.3210594315245478,0.150516795865633,0.6382428940568475,0.4362618432385874,0.6701851847791482,0.6701851847791482,0.20198105081826012,calibrated,0.00387596899224805,0.7,0.2,0.6972868217054263
25-1126,0.7009043927648578,0.6085271317829457,0.0478036175710594,0.7448320413436692,0.6589147286821705,0.3016795865633075,0.6799095607235142,0.4670542635658914,0.7579334258462488,0.7579334258462488,0.21285529715762275,calibrated,0.0239018087855297,0.7,0.2,0.6832687338501292
25-1192,0.6272609819121447,0.5755813953488372,0.127906976744186,0.6472868217054264,0.6698966408268734,0.2228682170542635,0.648578811369509,0.4502583979328165,0.6448869391841381,0.6448869391841381,0.1983204134366925,calibrated,0.063953488372093,0.7,0.2,0.6552325581395348
25-1193,0.8372093023255814,0.772609819121447,0.2041343669250646,0.727390180878553,0.5452196382428941,0.5962532299741602,0.6912144702842378,0.5680447889750215,0.4386082086142183,0.4386082086142183,0.12316968130921624,calibrated,0.1020671834625323,0.7,0.2,0.6285529715762274
25-1194,0.686046511627907,0.7338501291989664,0.562015503875969,0.5613695090439277,0.4799741602067183,0.233204134366925,0.5830103359173127,0.6190783807062877,-0.1378156110048078,-0.1378156110048078,-0.03606804478897507,calibrated,0.2810077519379845,0.7,0.2,0.5032945736434108
25-2011,0.2971576227390181,0.7060723514211886,0.3662790697674418,0.8927648578811369,0.1149870801033591,0.4864341085271317,0.2060723514211886,0.6550387596899224,-0.0112581224959988,-0.0112581224959988,-0.4489664082687338,calibrated,0.1831395348837209,0.7,0.2,0.5718023255813953
25-2012,0.4974160206718346,0.8094315245478036,0.3204134366925064,0.9347545219638242,0.3649870801033592,0.2700258397932816,0.4312015503875969,0.6881998277347114,0.1665639604228583,0.1665639604228583,-0.25699827734711456,calibrated,0.1602067183462532,0.7,0.2,0.5878552971576227
25-2021,0.6763565891472868,0.8546511627906976,0.2751937984496124,0.9431524547803618,0.770671834625323,0.2047803617571059,0.7235142118863049,0.6909991386735573,0.4277647691273634,0.4277647691273634,0.0325150732127476,calibrated,0.1375968992248062,0.7,0.2,0.6036821705426356
25-2022,0.8333333333333334,0.8636950904392765,0.1912144702842377,0.8733850129198967,0.4612403100775193,0.0729974160206718,0.6472868217054264,0.6427648578811369,0.4044055227195376,0.4044055227195376,0.004521963824289488,calibrated,0.09560723514211884,0.7,0.2,0.6330749354005167
25-2023,0.7848837209302325,0.7325581395348837,0.3501291989664082,0.834625322997416,0.7338501291989664,0.3882428940568475,0.7593669250645995,0.6391042204995693,0.3120737388634672,0.3120737388634672,0.12026270456503019,calibrated,0.1750645994832041,0.7,0.2,0.5774547803617571
25-2031,0.7416020671834626,0.8281653746770026,0.2280361757105943,0.8785529715762274,0.6602067183462532,0.1705426356589147,0.7009043927648579,0.6449181739879415,0.4500834056062149,0.4500834056062149,0.05598621877691645,calibrated,0.11401808785529716,0.7,0.2,0.6201873385012919
25-2032,0.8979328165374677,0.9018087855297158,0.5717054263565892,0.952842377260982,0.7131782945736435,0.4941860465116279,0.8055555555555556,0.8087855297157622,-0.062841089094292,-0.062841089094292,-0.00322997416020665,calibrated,0.2858527131782946,0.7,0.2,0.49990310077519373
25-2051,0.8074935400516796,0.8204134366925064,0.3565891472868217,0.6414728682170543,0.603359173126615,0.2551679586563307,0.7054263565891473,0.6061584840654608,0.2258247521911948,0.2258247521911948,0.09926787252368652,calibrated,0.17829457364341084,0.7,0.2,0.5751937984496124
25-2056,0.7028423772609819,0.8468992248062015,0.2616279069767442,0.8869509043927648,0.5943152454780362,0.2267441860465116,0.648578811369509,0.6651593453919035,0.3635808953647278,0.3635808953647278,-0.016580534022394455,calibrated,0.1308139534883721,0.7,0.2,0.6084302325581394
25-2057,0.6227390180878553,0.7583979328165374,0.2002583979328165,0.6569767441860465,0.4528423772609819,0.1718346253229974,0.5377906976744186,0.5385443583118001,0.4014765690906228,0.4014765690906228,-0.0007536606373815813,calibrated,0.10012919896640825,0.7,0.2,0.6299095607235142
25-2058,0.8856589147286822,0.8708010335917312,0.2790697674418604,0.8591731266149871,0.7667958656330749,0.5594315245478036,0.8262273901808785,0.6696813092161928,0.4176015947883865,0.4176015947883865,0.1565460809646857,calibrated,0.1395348837209302,0.7,0.2,0.6023255813953488
25-2059,0.7441860465116279,0.8023255813953488,0.6007751937984496,0.8372093023255814,0.3559431524547803,0.150516795865633,0.5500645994832041,0.7467700258397932,-0.2677827723242155,-0.2677827723242155,-0.19670542635658916,calibrated,0.3003875968992248,0.7,0.2,0.4897286821705426
25-3011,0.6117571059431525,0.4909560723514212,0.1007751937984496,0.8268733850129198,0.4741602067183462,0.1537467700258397,0.5429586563307494,0.4728682170542635,0.603094197575607,0.603094197575607,0.07009043927648584,calibrated,0.0503875968992248,0.7,0.2,0.6647286821705426
25-3021,0.3565891472868217,0.5710594315245479,0.3113695090439276,0.7448320413436692,0.3410852713178294,0.1240310077519379,0.34883720930232553,0.5424203273040482,0.2029162221123085,0.2029162221123085,-0.19358311800172268,calibrated,0.1556847545219638,0.7,0.2,0.5910206718346254
25-3031,0.4405684754521964,0.4031007751937984,0.2080103359173126,0.3036175710594315,0.2868217054263566,0.0064599483204134,0.3636950904392765,0.30490956072351416,0.3593295783550222,0.3593295783550222,0.05878552971576234,calibrated,0.1040051679586563,0.7,0.2,0.6271963824289405
25-3041,0.7241602067183462,0.7512919896640827,0.1033591731266149,0.7945736434108527,0.3191214470284237,0.0025839793281653,0.521640826873385,0.5497416020671834,0.4861190314972861,0.4861190314972861,-0.02810077519379839,calibrated,0.05167958656330745,0.7,0.2,0.6638242894056848
25-4011,0.9651162790697676,0.6395348837209303,0.3617571059431524,0.6498708010335917,0.7338501291989664,0.2454780361757106,0.849483204134367,0.5503875968992248,0.3075179393856737,0.3075179393856737,0.29909560723514217,calibrated,0.1808785529715762,0.7,0.2,0.5733850129198966
25-4012,0.8856589147286822,0.7060723514211886,0.3785529715762274,0.9140826873385012,0.6782945736434108,0.2810077519379845,0.7819767441860466,0.6662360034453058,0.2450375927509548,0.2450375927509548,0.11574074074074081,calibrated,0.1892764857881137,0.7,0.2,0.5675064599483204
25-4013,0.4935400516795866,0.3682170542635659,0.6369509043927648,0.7558139534883721,0.4186046511627907,0.4760981912144703,0.4560723514211886,0.5869939707149009,-0.2306315622555447,-0.2306315622555447,-0.13092161929371227,calibrated,0.3184754521963824,0.7,0.2,0.4770671834625323
25-4022,0.7112403100775194,0.7164082687338501,0.2971576227390181,0.6602067183462532,0.8921188630490956,0.0762273901808785,0.8016795865633075,0.5579242032730405,0.4731192805757686,0.4731192805757686,0.24375538329026702,calibrated,0.14857881136950904,0.7,0.2,0.5959948320413436
25-4031,0.4250645994832041,0.5297157622739018,0.4250645994832041,0.1627906976744186,0.6065891472868217,0.1175710594315245,0.5158268733850129,0.3725236864771748,0.1637656917037736,0.1637656917037736,0.14330318690783805,calibrated,0.21253229974160204,0.7,0.2,0.5512273901808785
25-9021,0.8036175710594315,0.8953488372093024,0.3242894056847545,0.8804909560723514,0.7609819121447028,0.1201550387596899,0.7822997416020672,0.7000430663221361,0.341739797545006,0.341739797545006,0.08225667527993108,calibrated,0.16214470284237725,0.7,0.2,0.5864987080103359
25-9031,0.9412144702842378,0.7784237726098191,0.1447028423772609,0.8998708010335917,0.7855297157622739,0.0878552971576227,0.8633720930232558,0.6076658053402239,0.646514170933061,0.646514170933061,0.25570628768303194,calibrated,0.07235142118863044,0.7,0.2,0.6493540051679586
25-9042,0.4657622739018088,0.8255813953488372,0.3514211886304909,0.8824289405684754,0.3255813953488372,0.5736434108527132,0.39567183462532296,0.6864771748492678,0.097340901646432,0.097340901646432,-0.2908053402239449,calibrated,0.17571059431524544,0.7,0.2,0.5770025839793281
25-9043,0.3010335917312661,0.58656330749354,0.2919896640826873,0.6059431524547804,0.3236434108527132,0.377906976744186,0.31233850129198965,0.49483204134366926,0.2219656205213086,0.2219656205213086,-0.18249354005167961,calibrated,0.14599483204134364,0.7,0.2,0.5978036175710594
25-9044,0.5239018087855297,0.4095607235142119,0.1498708010335917,0.686046511627907,0.7906976744186046,0.1014211886304909,0.6572997416020672,0.4151593453919036,0.6939026661441108,0.6939026661441108,0.2421403962101636,calibrated,0.07493540051679586,0.7,0.2,0.6475452196382429
27-1011,0.3863049095607235,0.5581395348837209,0.1976744186046511,1.0,0.7067183462532299,0.0794573643410852,0.5465116279069767,0.5852713178294574,0.5581303937413377,0.5581303937413377,-0.03875968992248069,calibrated,0.09883720930232555,0.4,0.2,0.3604651162790698
27-1012,0.2590439276485788,0.3191214470284237,0.686046511627907,0.9844961240310076,0.2816537467700258,0.0077519379844961,0.2703488372093023,0.6632213608957794,-0.3659652976874408,-0.3659652976874408,-0.3928725236864771,calibrated,0.3430232558139535,0.4,0.2,0.26279069767441865
27-1013,0.1162790697674418,0.2461240310077519,0.5142118863049095,0.9987080103359172,0.4224806201550387,0.082687338501292,0.26937984496124023,0.5863479758828595,-0.0225958320314451,-0.0225958320314451,-0.31696813092161924,calibrated,0.2571059431524548,0.4,0.2,0.29715762273901813
27-1014,0.3488372093023256,0.3100775193798449,0.2674418604651162,0.9612403100775194,0.9315245478036176,0.5142118863049095,0.6401808785529716,0.5129198966408269,0.5962161337862947,0.5962161337862947,0.12726098191214463,calibrated,0.1337209302325581,0.4,0.2,0.34651162790697676
27-1021,0.3540051679586563,0.2629198966408269,0.29328165374677,0.9638242894056848,0.9573643410852714,0.6647286821705426,0.6556847545219638,0.5066752799310938,0.5758709493751403,0.5758709493751403,0.14900947459087,calibrated,0.146640826873385,0.4,0.2,0.341343669250646
27-1022,0.4140826873385013,0.5439276485788114,0.3449612403100775,0.9948320413436692,0.5348837209302325,0.082687338501292,0.4744832041343669,0.6279069767441859,0.2498322231348767,0.2498322231348767,-0.15342377260981904,calibrated,0.17248062015503876,0.4,0.2,0.33100775193798454
27-1023,0.3527131782945736,0.3662790697674418,0.4961240310077519,0.872093023255814,0.2713178294573643,0.0568475452196382,0.312015503875969,0.5781653746770026,-0.085834031071974,-0.085834031071974,-0.2661498708010336,calibrated,0.24806201550387594,0.4,0.2,0.30077519379844964
27-1024,0.4069767441860465,0.5729974160206718,0.2448320413436692,0.992248062015504,0.9444444444444444,0.0794573643410852,0.6757105943152455,0.603359173126615,0.5996403495423717,0.5996403495423717,0.07235142118863047,calibrated,0.1224160206718346,0.4,0.2,0.3510335917312662
27-1025,0.6976744186046512,0.7984496124031008,0.1343669250645995,0.9967700258397932,0.8662790697674418,0.1750645994832041,0.7819767441860466,0.6431955211024979,0.6989787179615209,0.6989787179615209,0.13878122308354868,calibrated,0.06718346253229975,0.4,0.2,0.3731266149870801
27-1026,0.1627906976744186,0.4341085271317829,0.6602067183462532,0.875968992248062,0.3714470284237726,0.0497416020671834,0.2671188630490956,0.656761412575366,-0.2988468781067913,-0.2988468781067913,-0.3896425495262704,calibrated,0.3301033591731266,0.4,0.2,0.2679586563307494
27-1027,0.421188630490956,0.2945736434108527,0.3533591731266149,0.9935400516795866,0.6873385012919897,0.2002583979328165,0.5542635658914729,0.547157622739018,0.3470925820720086,0.3470925820720086,0.00710594315245483,calibrated,0.17667958656330746,0.4,0.2,0.329328165374677
27-2011,0.1421188630490956,0.7713178294573644,0.3630490956072351,0.907622739018088,0.0607235142118863,0.082687338501292,0.10142118863049095,0.6806632213608959,-0.0421405185525931,-0.0421405185525931,-0.5792420327304049,calibrated,0.18152454780361754,0.4,0.2,0.327390180878553
27-2012,0.6007751937984496,0.6291989664082688,0.2816537467700258,0.9405684754521964,0.6976744186046512,0.6007751937984496,0.6492248062015504,0.6171403962101637,0.4144542273501386,0.4144542273501386,0.03208440999138673,calibrated,0.1408268733850129,0.4,0.2,0.34366925064599485
27-2021,0.2299741602067183,0.5755813953488372,0.7661498708010336,0.5529715762273901,0.1996124031007752,0.4909560723514212,0.21479328165374673,0.6315676141257537,-0.5658837620055023,-0.5658837620055023,-0.41677433247200696,calibrated,0.3830749354005168,0.4,0.2,0.24677002583979332
27-2022,0.6363049095607235,0.8113695090439277,0.4754521963824289,0.9509043927648578,0.4328165374677002,0.2267441860465116,0.5345607235142118,0.7459086993970715,-0.0388917677528092,-0.0388917677528092,-0.2113479758828597,calibrated,0.23772609819121446,0.4,0.2,0.3049095607235142
27-2023,0.2487080103359173,0.2868217054263566,0.3359173126614987,0.0090439276485788,0.1363049095607235,0.1324289405684754,0.19250645994832039,0.21059431524547803,0.1058458762572545,0.1058458762572545,-0.018087855297157646,calibrated,0.16795865633074936,0.4,0.2,0.3328165374677003
27-2031,0.0322997416020671,0.4328165374677002,0.5968992248062015,0.5445736434108527,0.0051679586563307,0.3385012919896641,0.018733850129198898,0.5247631352282515,-0.3802698847066237,-0.3802698847066237,-0.5060292850990525,calibrated,0.29844961240310075,0.4,0.2,0.2806201550387597
27-2032,0.3036175710594315,0.8423772609819121,0.4987080103359173,0.9909560723514212,0.1744186046511628,0.0400516795865633,0.23901808785529716,0.7773471145564169,-0.205298763065855,-0.205298763065855,-0.5383290267011198,calibrated,0.24935400516795864,0.4,0.2,0.3002583979328166
27-2041,0.4974160206718346,0.687984496124031,0.3294573643410852,0.9715762273901808,0.5523255813953488,0.2170542635658914,0.5248708010335917,0.663006029285099,0.2615595751313221,0.2615595751313221,-0.13813522825150726,calibrated,0.1647286821705426,0.4,0.2,0.33410852713178296
27-2042,0.1841085271317829,0.5503875968992248,0.4496124031007752,0.748062015503876,0.1246770025839793,0.0949612403100775,0.15439276485788112,0.582687338501292,-0.112328767037419,-0.112328767037419,-0.42829457364341084,calibrated,0.2248062015503876,0.4,0.2,0.310077519379845
27-3011,0.4870801033591731,0.7868217054263565,0.2390180878552971,0.9780361757105944,0.2868217054263566,0.7571059431524548,0.38695090439276486,0.6679586563307494,0.2567324217547107,0.2567324217547107,-0.2810077519379845,calibrated,0.11950904392764855,0.4,0.2,0.35219638242894064
27-3023,0.6395348837209303,0.7474160206718347,0.2248062015503876,0.7797157622739018,0.5348837209302325,0.4502583979328165,0.5872093023255813,0.5839793281653747,0.4053913575399976,0.4053913575399976,0.00322997416020665,calibrated,0.1124031007751938,0.4,0.2,0.3550387596899225
27-3031,0.6162790697674418,0.9328165374677002,0.0400516795865633,0.9702842377260982,0.6395348837209303,0.5523255813953488,0.627906976744186,0.6477174849267873,0.7139559506039377,0.7139559506039377,-0.019810508182601216,calibrated,0.02002583979328165,0.4,0.2,0.3919896640826874
27-3041,0.8255813953488372,0.479328165374677,0.1937984496124031,0.9405684754521964,0.7842377260981912,0.4341085271317829,0.8049095607235142,0.5378983634797588,0.613237434941895,0.613237434941895,0.2670111972437553,calibrated,0.09689922480620156,0.4,0.2,0.36124031007751944
27-3042,0.9198966408268734,0.1828165374677002,0.189922480620155,0.6188630490956072,0.6395348837209303,0.1963824289405684,0.7797157622739018,0.3305340223944875,0.590961083709815,0.590961083709815,0.44918173987941434,calibrated,0.0949612403100775,0.4,0.2,0.36201550387596904
27-3043,0.8204134366925064,0.3837209302325581,0.1149870801033591,0.9870801033591732,0.5109819121447028,0.0516795865633074,0.6656976744186046,0.49526270456503013,0.6145876771021319,0.6145876771021319,0.17043496985357448,calibrated,0.05749354005167955,0.4,0.2,0.37700258397932823
27-3091,0.689922480620155,0.7661498708010336,0.2377260981912144,0.6414728682170543,0.3281653746770026,0.7842377260981912,0.5090439276485788,0.5484496124031008,0.2818731831281563,0.2818731831281563,-0.039405684754522,calibrated,0.1188630490956072,0.4,0.2,0.35245478036175715
27-3092,0.9198966408268734,0.3624031007751938,0.2958656330749354,0.003875968992248,0.4302325581395348,0.1537467700258397,0.6750645994832041,0.22071490094745905,0.3001656422675275,0.3001656422675275,0.45434969853574503,calibrated,0.1479328165374677,0.4,0.2,0.34082687338501294
27-4011,0.4631782945736434,0.3992248062015504,0.6408268733850129,0.7002583979328165,0.9102067183462532,0.3184754521963824,0.6866925064599483,0.5801033591731266,-0.0008928593975783,-0.0008928593975783,0.10658914728682167,calibrated,0.32041343669250644,0.4,0.2,0.27183462532299746
