w_judge,alpha,n_weeks,n_changed,frac_changed
0.4,0.7,335,232,0.6925373134328359
0.4,0.9,335,232,0.6925373134328359
0.6,0.7,335,232,0.6925373134328359
0.6,0.9,335,232,0.6925373134328359
