season,week,rule_regime,n_active,observed_eliminated,observed_eliminated_name,observed_eliminated_partner,model_map_eliminated,model_elim_prob_observed,model_log_prob_observed,rank_of_observed_eliminated,map_matches_observed,random_log_prob_observed,random_elim_prob_observed,random_match_expected,judges_only_log_prob_observed,judges_only_elim_prob_observed,judges_only_map_eliminated,judges_only_map_matches_observed
14,7,percent,7,1,Jaleel White,Kym Johnson,4,0.151280712946285,-1.8886181418833559,2,False,-1.9459101490553132,0.14285714285714285,0.14285714285714285,-1.9440722559199703,0.1431199404422993,4,False
14,8,percent,6,3,Melissa Gilbert,Maksim Chmerkoskiy,3,0.17873135195339557,-1.7218714275864724,1,True,-1.791759469228055,0.16666666666666666,0.16666666666666666,-1.7866916881166073,0.1675134406722983,3,True
14,9,percent,4,2,Maria Menounos,Derek Hough,1,0.275163162129056,-1.2903910404254773,3,False,-1.3862943611198906,0.25,0.25,-1.389387405177957,0.2492279336186748,1,False
15,1,percent,13,10,Pamela Anderson,Tristan MacManus,10,0.07980134799876917,-2.5282148824538933,1,True,-2.5649493574615367,0.07692307692307693,0.07692307692307693,-2.557638241175516,0.07748753136528683,10,True
15,2,percent,12,6,Joey Fatone,Kym Johnson,1,0.08610304327066641,-2.4522105224046156,4,False,-2.4849066497880004,0.08333333333333333,0.08333333333333333,-2.4840546615218266,0.08340436260927271,1,False
15,3,percent,11,2,Drew Lachey,Anna Trebunskaya,1,0.09433616282439036,-2.3608906758519934,2,False,-2.3978952727983707,0.09090909090909091,0.09090909090909091,-2.395728336284345,0.09110629872888383,1,False
15,4,percent,9,1,Bristol Palin,Mark Ballas,5,0.11658284953160969,-2.1491531039493523,2,False,-2.1972245773362196,0.1111111111111111,0.1111111111111111,-2.191748231207693,0.11172126319138237,5,False
15,6,percent,8,6,Sabrina Bryan,Louis van Amstel,1,0.13071132813160327,-2.0347639893335114,6,False,-2.0794415416798357,0.125,0.125,-2.083114519869094,0.12454171986801989,1,False
15,8,percent,7,2,Gilles Marini,Peta Murgatroyd,4,0.15071997165606527,-1.8923316562109935,4,False,-1.9459101490553132,0.14285714285714285,0.14285714285714285,-1.9478404035877,0.14258165817297447,4,False
15,9,percent,5,0,Apolo Anton Ohno,Karina Smirnoff,1,0.21595195570975395,-1.5326993233082435,3,False,-1.6094379124341003,0.2,0.2,-1.610824811433398,0.19972281246013188,1,False
16,2,percent,12,3,Dorothy Hamill,Tristan MacManus,3,0.08690212211828095,-2.442972826775577,1,True,-2.4849066497880004,0.08333333333333333,0.08333333333333333,-2.474572400937288,0.08419898596837713,3,True
16,3,percent,11,9,Wynonna Judd,Tony Dovolani,9,0.09532059635898005,-2.3505093703823707,1,True,-2.3978952727983707,0.09090909090909091,0.09090909090909091,-2.385089894333073,0.09208070167395246,9,True
16,4,percent,10,6,Lisa Vanderpump,Gleb Savchenko,6,0.10486029486219736,-2.2551263398810195,1,True,-2.302585092994046,0.1,0.1,-2.2932991458218273,0.10093291953427493,6,True
16,5,percent,9,2,D. L. Hughley,Cheryl Burke,1,0.11728456705994367,-2.1431521000949734,1,False,-2.1972245773362196,0.1111111111111111,0.1111111111111111,-2.18541966827508,0.11243054022130791,1,False
16,6,percent,8,6,Victor Ortiz,Lindsay Arnold,6,0.13233503738435995,-2.0224184100860647,1,True,-2.0794415416798357,0.125,0.125,-2.0705018478808297,0.12612247152526773,6,True
16,7,percent,7,1,Andy Dick,Sharna Burgess,1,0.1545573817047962,-1.8671898489771777,1,True,-1.9459101490553132,0.14285714285714285,0.14285714285714285,-1.9220664765025535,0.14630431510218325,1,True
16,8,percent,6,4,Sean Lowe,Peta Murgatroyd,4,0.18041877992074837,-1.71247457521555,1,True,-1.791759469228055,0.16666666666666666,0.16666666666666666,-1.776811034598333,0.1691767868807052,4,True
16,9,percent,5,1,Ingo Rademacher,Kym Johnson,1,0.21833944830583824,-1.5217043248995417,1,True,-1.6094379124341003,0.2,0.2,-1.6003773444840688,0.2018203478293371,1,True
16,10,percent,4,0,Alexandra Raisman,Mark Ballas,1,0.2762358620238788,-1.286500205653927,2,False,-1.3862943611198906,0.25,0.25,-1.3852875824201984,0.2502518214178723,1,False
17,2,percent,12,8,Keyshawn Johnson,Sharna Burgess,2,0.08665996807711435,-2.445763231039766,2,False,-2.4849066497880004,0.08333333333333333,0.08333333333333333,-2.4774974847816917,0.08395305673197388,2,False
17,3,percent,11,2,Bill Nye,Tyne Stecklein,2,0.09538380663652635,-2.3498464566911474,1,True,-2.3978952727983707,0.09090909090909091,0.09090909090909091,-2.3845720905351775,0.09212839375749753,2,True
17,4,percent,10,9,Valerie Harper,Tristan MacManus,9,0.10508435896910673,-2.252991832639303,1,True,-2.302585092994046,0.1,0.1,-2.2912044867428807,0.10114456117169747,9,True
17,5,percent,9,3,Christina Milian,Mark Ballas,7,0.11551342868940602,-2.1583684900694795,8,False,-2.1972245773362196,0.1111111111111111,0.1111111111111111,-2.2010403679349198,0.11068794225325078,7,False
17,7,percent,8,7,"Nicole ""Snooki"" Polizzi",Sasha Farber,1,0.1313561634742279,-2.0298428398995045,3,False,-2.0794415416798357,0.125,0.125,-2.077975755944533,0.1251833575655358,1,False
17,8,percent,7,2,Brant Daugherty,Peta Murgatroyd,1,0.15110134377482412,-1.8898045164615578,3,False,-1.9459101490553132,0.14285714285714285,0.14285714285714285,-1.9448662314010943,0.1430063518179867,1,False
17,9,percent,6,3,Elizabeth Berkley Lauren,Valentin Chmerkovskiy,1,0.17681639524322004,-1.732643399801927,5,False,-1.791759469228055,0.16666666666666666,0.16666666666666666,-1.7970547480871744,0.16578645273602,1,False
17,10,percent,5,4,Leah Remini,Tony Dovolani,1,0.21766821129066036,-1.5247833421172468,2,False,-1.6094379124341003,0.2,0.2,-1.602711031902551,0.20134991136214994,1,False
17,11,percent,4,1,Bill Engvall,Emma Slater,1,0.2795009268622261,-1.27474967024856,1,True,-1.3862943611198906,0.25,0.25,-1.373401438941609,0.25324409856165814,1,True
18,2,percent,11,1,Billy Dee Williams,Emma Slater,1,0.0954608671532005,-2.3490388835026272,1,True,-2.3978952727983707,0.09090909090909091,0.09090909090909091,-2.3839628864127436,0.0921845358540298,1,True
18,5,percent,9,3,Cody Simpson,Witney Carson,5,0.07240158085647344,-2.6255271447946837,9,False,-2.1972245773362196,0.1111111111111111,0.1111111111111111,-2.1946198913769295,0.11140089790009805,5,False
18,6,percent,8,4,Drew Carey,Cheryl Burke,1,0.13190867176684576,-2.0256454764097738,1,False,-2.0794415416798357,0.125,0.125,-2.07399053193615,0.12568323669111195,1,False
18,7,percent,7,6,NeNe Leakes,Tony Dovolani,6,0.1519073410507686,-1.884484542366687,1,True,-1.9459101490553132,0.14285714285714285,0.14285714285714285,-1.9400292927888014,0.1436997403499054,6,True
18,8,percent,6,3,Danica McKellar,Valentin Chmerkovskiy,1,0.17777000656508382,-1.7272646621173315,3,False,-1.791759469228055,0.16666666666666666,0.16666666666666666,-1.792465457632428,0.16654904345780075,1,False
18,9,percent,5,2,Charlie White,Sharna Burgess,1,0.21644360233588006,-1.5304252627687627,2,False,-1.6094379124341003,0.2,0.2,-1.6089471426398296,0.20009817804829388,1,False
18,10,percent,4,2,James Maslow,Peta Murgatroyd,1,0.17159894089051939,-1.7625952639139921,4,False,-1.3862943611198906,0.25,0.25,-1.3876935344718075,0.24965045125868834,1,False
19,1,percent,13,7,Lolo Jones,Keo Motsepe,3,0.07987576651219318,-2.5272827699336986,2,False,-2.5649493574615367,0.07692307692307693,0.07692307692307693,-2.556538870393198,0.07757276573676794,3,False
19,2,percent,12,10,Tavis Smiley,Sharna Burgess,7,0.08627993933588533,-2.4501581605689235,2,False,-2.4849066497880004,0.08333333333333333,0.08333333333333333,-2.482078160592289,0.08356937442878579,7,False
19,3,percent,11,8,Randy Couture,Karina Smirnoff,8,0.09491060592975607,-2.354819820603914,1,True,-2.3978952727983707,0.09090909090909091,0.09090909090909091,-2.389735557512987,0.09165391786310013,8,True
19,4,percent,10,3,Betsey Johnson,Tony Dovolani,5,0.10437512277991298,-2.259763919477314,4,False,-2.302585092994046,0.1,0.1,-2.2981757629365966,0.10044190654568305,5,False
19,6,percent,9,4,Jonathan Bennett,Allison Holker,1,0.1160566768845903,-2.1536766133661986,4,False,-2.1972245773362196,0.1111111111111111,0.1111111111111111,-2.196341810708549,0.1112092395978676,1,False
19,7,percent,8,1,Antonio Sabato Jr.,Cheryl Burke,5,0.13188067537086698,-2.0258577396902107,2,False,-2.0794415416798357,0.125,0.125,-2.0743010170587457,0.12564421997332834,5,False
19,8,percent,7,4,Michael Waltrip,Emma Slater,4,0.15394911117722287,-1.871133178079266,1,True,-1.9459101490553132,0.14285714285714285,0.14285714285714285,-1.926056549486569,0.14572171329187236,4,True
19,9,percent,6,3,Lea Thompson,Artem Chigvintsev,5,0.17808906255931714,-1.7254715023672653,2,False,-1.791759469228055,0.16666666666666666,0.16666666666666666,-1.790312104198466,0.16690806882797926,5,False
19,10,percent,5,4,Tommy Chong,Peta Murgatroyd,4,0.21941056525507643,-1.5168105770813056,1,True,-1.6094379124341003,0.2,0.2,-1.5951842533125964,0.20287114537810141,4,True
19,11,percent,4,1,Bethany Mota,Derek Hough,1,0.2769305384287754,-1.2839885680363308,1,True,-1.3862943611198906,0.25,0.25,-1.3830133219576948,0.2508216069157175,1,True
2,1,rank,10,4,Kenny Mayne,Andrea Hale,6,0.2433399932028126,-1.413295664555716,2,False,-2.302585092994046,0.1,0.1,-1.4388908785068164,0.23719068613389852,6,False
2,2,rank,9,7,Tatum O'Neal,Nick Kosovich,5,0.24411533644357467,-1.410114475029303,2,False,-2.1972245773362196,0.1111111111111111,0.1111111111111111,-1.4300201625794964,0.23930409720722834,5,False
2,3,rank,8,2,Giselle Fernandez,Jonathan Roberts,5,0.12084478386773506,-2.113248334801926,3,False,-2.0794415416798357,0.125,0.125,-2.1285595558115897,0.11900859568745291,5,False
2,4,rank,7,4,Master P,Ashly DelGrosso,4,0.41632398066116844,-0.8762915221617007,1,True,-1.9459101490553132,0.14285714285714285,0.14285714285714285,-0.9348785067420078,0.3926335649648846,4,True
2,5,rank,6,5,Tia Carrere,Maksim Chmerkoskiy,5,0.4319059081484765,-0.8395475196728865,1,True,-1.791759469228055,0.16666666666666666,0.16666666666666666,-0.9144286374418842,0.40074553168268495,5,True
2,6,rank,5,1,George Hamilton,Edyta Sliwinska,1,0.35632830311206054,-1.0319027733420714,1,True,-1.6094379124341003,0.2,0.2,-1.089881226363377,0.33625642973401015,1,True
2,7,rank,4,2,Lisa Rinna,Louis van Amstel,1,0.3335816605889821,-1.0978675842623358,2,False,-1.3862943611198906,0.25,0.25,-1.2777883497571327,0.2786529022132293,1,False
20,2,percent,12,6,Redfoo,Emma Slater,1,0.08578223021925369,-2.4559434009395424,8,False,-2.4849066497880004,0.08333333333333333,0.08333333333333333,-2.4877622797764114,0.08309570362038132,1,False
20,3,percent,11,0,Charlotte McKinney,Keo Motsepe,0,0.0950431117262065,-2.3534246826768643,1,True,-2.3978952727983707,0.09090909090909091,0.09090909090909091,-2.3881457168919002,0.09179974887811958,0,True
20,4,percent,10,1,Michael Sam,Peta Murgatroyd,0,0.10426152138329409,-2.2608529075436348,3,False,-2.302585092994046,0.1,0.1,-2.2989536722115798,0.10036380223795557,0,False
20,5,percent,9,7,Suzanne Somers,Tony Dovolani,5,0.11661830560800852,-2.148849022465272,4,False,-2.1972245773362196,0.1111111111111111,0.1111111111111111,-2.1914988894567387,0.11174912343998258,5,False
20,6,percent,8,3,Patti LaBelle,Artem Chigvintsev,5,0.13147865761762803,-2.028910740022023,2,False,-2.0794415416798357,0.125,0.125,-2.0771421745888627,0.12528775158285096,5,False
20,7,percent,7,6,Willow Shields,Mark Ballas,0,0.09350669516059826,-2.3697222392553794,7,False,-1.9459101490553132,0.14285714285714285,0.14285714285714285,-1.950996152070018,0.14213241554278735,0,False
20,8,percent,6,0,Chris Soules,Witney Carson,4,0.1790461210034188,-1.720111847092846,3,False,-1.791759469228055,0.16666666666666666,0.16666666666666666,-1.7845142679554393,0.16787858520755386,4,False
20,9,percent,4,0,Nastia Liukin,Derek Hough,1,0.27535527169196794,-1.2896931180348443,3,False,-1.3862943611198906,0.25,0.25,-1.3885611561405125,0.24943394305476063,1,False
21,2,percent,13,5,Chaka Khan,Keo Motsepe,5,0.0800187241342911,-2.525494620015438,1,True,-2.5649493574615367,0.07692307692307693,0.07692307692307693,-2.554788453106803,0.07770866935618914,5,True
21,4,percent,10,5,Gary Busey,Anna Trebunskaya,5,0.10548855629515813,-2.249152803085377,1,True,-2.302585092994046,0.1,0.1,-2.28735597361774,0.10153456733345281,5,True
21,6,percent,9,7,Paula Deen,Louis van Amstel,7,0.11789958700923456,-2.137921974335239,1,True,-2.1972245773362196,0.1111111111111111,0.1111111111111111,-2.1809434378619548,0.11293493327237349,7,True
21,7,percent,8,5,Hayes Grier,Emma Slater,0,0.08160849348156732,-2.505821935644816,8,False,-2.0794415416798357,0.125,0.125,-2.08024685965998,0.12489937577516896,0,False
21,8,percent,7,2,Andy Grammer,Allison Holker,2,0.1523648404540019,-1.8814773680286432,1,True,-1.9459101490553132,0.14285714285714285,0.14285714285714285,-1.9368593023779883,0.14415598992016745,2,True
21,9,percent,6,1,Alexa PenaVega,Mark Ballas,5,0.1764440851211906,-1.7347512509801528,5,False,-1.791759469228055,0.16666666666666666,0.16666666666666666,-1.7992188145725572,0.16542806775425264,5,False
21,11,percent,4,2,Carlos PenaVega,Witney Carson,0,0.27543211362865955,-1.2894140922646902,2,False,-1.3862943611198906,0.25,0.25,-1.3883084005513433,0.24949699684625964,0,False
22,2,percent,12,2,Geraldo Rivera,Edyta Sliwinska,2,0.0871725965073712,-2.4398652576938678,1,True,-2.4849066497880004,0.08333333333333333,0.08333333333333333,-2.471539054902529,0.08445477838591994,2,True
22,3,percent,11,6,Mischa Barton,Artem Chigvintsev,6,0.09479812239077347,-2.3560056759218018,1,True,-2.3978952727983707,0.09090909090909091,0.09090909090909091,-2.3908142216850115,0.09155510736692718,6,True
22,4,percent,10,5,Marla Maples,Tony Dovolani,1,0.10449908099593842,-2.2585770019131814,3,False,-2.302585092994046,0.1,0.1,-2.296809377084435,0.1005792427515082,1,False
22,6,percent,9,1,Doug Flutie,Karina Smirnoff,1,0.11697006609898782,-2.1458372222261715,1,True,-2.1972245773362196,0.1111111111111111,0.1111111111111111,-2.1884222480720448,0.11209346485376338,1,True
22,7,percent,8,3,Kim Fields,Sasha Farber,2,0.13139590906061915,-2.029540306897112,2,False,-2.0794415416798357,0.125,0.125,-2.077782809361368,0.1252075135969841,2,False
22,8,percent,6,2,Jodie Sweetin,Keo Motsepe,5,0.17694514726096536,-1.7319154969184265,4,False,-1.791759469228055,0.16666666666666666,0.16666666666666666,-1.7969123133352571,0.165810068170076,5,False
22,9,percent,5,0,Antonio Brown,Sharna Burgess,0,0.21713978515650995,-1.5272139616027487,1,True,-1.6094379124341003,0.2,0.2,-1.6054800083834435,0.2007931493793115,0,True
23,2,percent,13,3,Jake T. Austin,Jenna Johnson,9,0.07953549586039349,-2.531551868158339,2,False,-2.5649493574615367,0.07692307692307693,0.07692307692307693,-2.560815095733403,0.07724175535211932,9,False
23,3,percent,12,8,Rick Perry,Emma Slater,8,0.08653628380749945,-2.447191487012912,1,True,-2.4849066497880004,0.08333333333333333,0.08333333333333333,-2.478961961313531,0.08383019943338658,8,True
23,4,percent,11,1,Babyface,Allison Holker,1,0.0950831517840363,-2.35300348828023,1,True,-2.3978952727983707,0.09090909090909091,0.09090909090909091,-2.3875126908193884,0.09185787890958107,1,True
23,6,percent,9,0,Amber Rose,Maksim Chmerkoskiy,0,0.11701321627682877,-2.1454683909328245,1,True,-2.1972245773362196,0.1111111111111111,0.1111111111111111,-2.1880950651866393,0.11213014591741023,0,True
23,7,percent,8,5,Maureen McCormick,Artem Chigvintsev,4,0.13151240278419352,-2.0286541140614363,2,False,-2.0794415416798357,0.125,0.125,-2.0769733335533704,0.1253089070824707,4,False
23,8,percent,7,5,Ryan Lochte,Cheryl Burke,4,0.15187267460754678,-1.8847127762305715,3,False,-1.9459101490553132,0.14285714285714285,0.14285714285714285,-1.939560240328382,0.14376715887685504,4,False
23,9,percent,6,4,Marilu Henner,Derek Hough,1,0.17848057379930507,-1.7232755139408793,1,False,-1.791759469228055,0.16666666666666666,0.16666666666666666,-1.7879385171587296,0.16730471020216905,1,False
23,10,percent,5,4,Terra Jole,Sasha Farber,0,0.21579895075979622,-1.533408088265399,4,False,-1.6094379124341003,0.2,0.2,-1.6117050209394228,0.19954709188883835,0,False
23,11,percent,4,2,Jana Kramer,Gleb Savchenko,2,0.27811898027907045,-1.2797062702362867,1,True,-1.3862943611198906,0.25,0.25,-1.3783908915775605,0.25198369610051236,2,True
24,2,percent,12,2,Chris Kattan,Witney Carson,2,0.08669708085041138,-2.445335065307901,1,True,-2.4849066497880004,0.08333333333333333,0.08333333333333333,-2.477212281393757,0.08397700384291758,2,True
24,3,percent,11,1,Charo,Keo Motsepe,0,0.09476913539538795,-2.35631149873055,1,False,-2.3978952727983707,0.09090909090909091,0.09090909090909091,-2.3909374282765277,0.0915438278690811,0,False
24,4,percent,10,4,Mr. T,Kym Herjavec,4,0.10462174055991737,-2.2574039042069565,1,True,-2.302585092994046,0.1,0.1,-2.295908899968314,0.10066985284799923,4,True
24,5,percent,9,2,Erika Jayne,Gleb Savchenko,1,0.11626128598815738,-2.1519151554578997,3,False,-2.1972245773362196,0.1111111111111111,0.1111111111111111,-2.1944660909717526,0.11141803272096958,1,False
24,6,percent,8,2,Heather Morris,Maksim Chmerkoskiy,4,0.13038325339417872,-2.0372770626280343,7,False,-2.0794415416798357,0.125,0.125,-2.0853947386599656,0.1242580610231481,4,False
24,7,percent,7,2,Nancy Kerrigan,Artem Chigvintsev,0,0.15094083331992955,-1.8908673512719019,4,False,-1.9459101490553132,0.14285714285714285,0.14285714285714285,-1.9456673485405107,0.14289183285617618,0,False
24,8,percent,5,0,Bonner Bolton,Sharna Burgess,0,0.21958780883869877,-1.516003086194265,1,True,-1.6094379124341003,0.2,0.2,-1.593467751475056,0.20321967311059896,0,True
24,9,percent,4,3,Simone Biles,Sasha Farber,0,0.2742005349274522,-1.2938955609898442,3,False,-1.3862943611198906,0.25,0.25,-1.3929570563915696,0.24833986281748663,0,False
25,2,percent,13,0,Barbara Corcoran,Keo Motsepe,0,0.07976651588416966,-2.5286514630322774,1,True,-2.5649493574615367,0.07692307692307693,0.07692307692307693,-2.55795919128347,0.07746266572425858,0,True
25,4,percent,11,0,Derek Fisher,Sharna Burgess,5,0.09459981641310185,-2.358099743591073,2,False,-2.3978952727983707,0.09090909090909091,0.09090909090909091,-2.395039342344291,0.09116909204623229,5,False
25,5,percent,10,6,Sasha Pieterse,Gleb Savchenko,4,0.10431135755182071,-2.2603750297895426,2,False,-2.302585092994046,0.1,0.1,-2.298781804133351,0.1003810530541598,4,False
25,6,percent,9,4,Nick Lachey,Peta Murgatroyd,4,0.11737755941610555,-2.1423595362294177,1,True,-2.1972245773362196,0.1111111111111111,0.1111111111111111,-2.184859545630951,0.1124935327529023,4,True
25,7,percent,8,4,Nikki Bella,Artem Chigvintsev,4,0.13201974766079907,-2.0248037640943504,1,True,-2.0794415416798357,0.125,0.125,-2.073114415829059,0.12579339804919198,4,True
25,8,percent,6,4,Terrell Owens,Cheryl Burke,0,0.1782399370276087,-1.7246246755443984,2,False,-1.791759469228055,0.16666666666666666,0.16666666666666666,-1.790014360392152,0.1669577720707458,0,False
25,9,percent,5,4,Victoria Arlen,Valentin Chmerkovskiy,0,0.21544236915884413,-1.5350618337009547,3,False,-1.6094379124341003,0.2,0.2,-1.61297080528836,0.19929466809379703,0,False
25,10,percent,4,0,Drew Scott,Emma Slater,0,0.27730399536225525,-1.2826409183781733,1,True,-1.3862943611198906,0.25,0.25,-1.3814597495529772,0.25121157928945187,0,True
26,1,percent,10,3,Jamie Anderson,Artem Chigvintsev,7,0.10439983484147336,-2.2595271855130745,3,False,-2.302585092994046,0.1,0.1,-2.29808640327383,0.10045088240161339,7,False
26,2,percent,8,1,Arike Ogunbowale,Gleb Savchenko,5,0.08143973197949167,-2.5078920172033694,8,False,-2.0794415416798357,0.125,0.125,-2.0822194584695,0.12465324225635994,5,False
26,3,percent,6,1,Chris Mazdzer,Witney Carson,2,0.17871904876970465,-1.7219402661367769,2,False,-1.791759469228055,0.16666666666666666,0.16666666666666666,-1.7869292707251185,0.16747364711941792,2,False
27,1,percent,13,11,Nikki Glaser,Gleb Savchenko,5,0.0795324973575847,-2.5315895690527612,2,False,-2.5649493574615367,0.07692307692307693,0.07692307692307693,-2.561028836298167,0.0772252474199772,5,False
27,2,percent,12,2,Danelle Umstead,Artem Chigvintsev,5,0.08663251692311073,-2.4460800497896753,2,False,-2.4849066497880004,0.08333333333333333,0.08333333333333333,-2.4778391820599968,0.08392437510147978,5,False
27,3,percent,11,9,Nancy McKeon,Valentin Chmerkovskiy,4,0.0945584848812611,-2.358536748282019,3,False,-2.3978952727983707,0.09090909090909091,0.09090909090909091,-2.393301640984261,0.09132765442860781,4,False
27,4,percent,10,9,Tinashe,Brandon Armstrong,4,0.10327865396121179,-2.270324565437163,8,False,-2.302585092994046,0.1,0.1,-2.308332844523325,0.0994268735192225,4,False
27,6,percent,9,7,Mary Lou Retton,Sasha Farber,5,0.11627019681649134,-2.1518385135491926,4,False,-2.1972245773362196,0.1111111111111111,0.1111111111111111,-2.194265218277289,0.11144041580941447,5,False
27,7,percent,8,2,DeMarcus Ware,Lindsay Arnold,4,0.13135896261799898,-2.0298215305534244,2,False,-2.0794415416798357,0.125,0.125,-2.0779508259141917,0.1251864784293396,4,False
27,8,percent,6,3,Joe Amabile,Jenna Johnson,1,0.17984075217946682,-1.7156835297929705,2,False,-1.791759469228055,0.16666666666666666,0.16666666666666666,-1.780515649374613,0.1685512115295266,1,False
28,2,rank,12,8,Mary Wilson,Brandon Armstrong,6,0.20582156154818648,-1.580745691642587,2,False,-2.4849066497880004,0.08333333333333333,0.08333333333333333,-1.667703323823556,0.1886799050454026,6,False
28,4,rank,10,6,Lamar Odom,Peta Murgatroyd,6,0.39773137327725877,-0.9219784430876894,1,True,-2.302585092994046,0.1,0.1,-0.9551479554759661,0.3847552137006932,6,True
28,6,rank,9,7,Sailor Brinkley-Cook,Valentin Chmerkovskiy,8,0.0016806671496063174,-6.38856445153451,9,False,-2.1972245773362196,0.1111111111111111,0.1111111111111111,-4.2648848298863635,0.0140534855813772,8,False
28,7,rank,8,3,Karamo Brown,Jenna Johnson,7,0.16481504814686787,-1.8029313541046132,3,False,-2.0794415416798357,0.125,0.125,-1.8941622865782204,0.15044431149192075,7,False
28,8,rank,7,3,Kate Flannery,Pasha Pashkov,6,0.21242241544813656,-1.5491784610577506,2,False,-1.9459101490553132,0.14285714285714285,0.14285714285714285,-1.8852203322535637,0.1517956102757091,6,False
28,9,rank,6,5,Sean Spicer,Lindsay Arnold,5,0.6111203290678765,-0.492461401282303,1,True,-1.791759469228055,0.16666666666666666,0.16666666666666666,-0.9144286374418842,0.40074553168268495,5,True
28,10,rank,5,2,James Van Der Beek,Emma Slater,2,0.641460208208116,-0.44400812614400387,1,True,-1.6094379124341003,0.2,0.2,-0.8646169840654312,0.4212128529695811,2,True
29,2,rank,15,3,Charles Oakley,Emma Slater,3,0.4587675994718661,-0.779211516377865,1,True,-2.70805020110221,0.06666666666666667,0.06666666666666667,-1.147764762336898,0.3173453194053347,3,True
29,3,rank,14,2,Carole Baskin,Pasha Pashkov,2,0.42951367087297393,-0.8451017083252115,1,True,-2.6390573296152584,0.07142857142857142,0.07142857142857142,-0.9643100723800178,0.3812461412664676,2,True
29,4,rank,13,1,Anne Heche,Keo Motsepe,1,0.21169181182263133,-1.5526237798008111,1,True,-2.5649493574615367,0.07692307692307693,0.07692307692307693,-1.5540173380024704,0.21139701241981307,1,True
29,5,rank,12,3,Jesse Metcalfe,Sharna Burgess,1,0.32943158927418137,-1.1103865664007664,1,False,-2.4849066497880004,0.08333333333333333,0.08333333333333333,-1.146507683917557,0.3177444982047985,1,False
29,6,rank,11,10,Veron Davis,Peta Murgatroyd,10,0.3688538443667062,-0.9973547991313643,1,True,-2.3978952727983707,0.09090909090909091,0.09090909090909091,-1.4347813833873628,0.23816742567954985,9,False
29,7,rank,10,2,Jeannie Mai,Brandon Armstrong,6,0.1519530902861393,-1.884183422306302,3,False,-2.302585092994046,0.1,0.1,-1.8969860269704482,0.1500200950332293,6,False
29,8,rank,8,1,Chrishell Stause,Gleb Savchenko,5,0.14985743422608958,-1.8980708753316735,2,False,-2.0794415416798357,0.125,0.125,-2.1285595558115897,0.11900859568745291,5,False
29,9,rank,7,0,AJ McLean,Cheryl Burke,4,0.2610977610136015,-1.3428603785202498,2,False,-1.9459101490553132,0.14285714285714285,0.14285714285714285,-1.4055073394239361,0.24524260364443015,4,False
29,10,rank,6,0,Johnny Weir,Britt Stewart,3,0.2352469616600901,-1.4471194159663003,2,False,-1.791759469228055,0.16666666666666666,0.16666666666666666,-1.6113400017156398,0.19961994370877625,3,False
3,1,percent,11,8,Tucker Carlson,Elena Grinenko,8,0.0956572081828739,-2.3469842259470695,1,True,-2.3978952727983707,0.09090909090909091,0.09090909090909091,-2.3816789208600277,0.09239532278182372,8,True
3,2,percent,10,7,Shanna Moakler,Jesse DeSoto,2,0.10413466130984951,-2.2620703971106253,5,False,-2.302585092994046,0.1,0.1,-2.3005409392571026,0.10020462444435257,2,False
3,3,percent,9,1,Harry Hamlin,Ashly DelGrosso,0,0.11619169321322344,-2.152513924097065,3,False,-2.1972245773362196,0.1111111111111111,0.1111111111111111,-2.1949528531320768,0.11136381183607136,0,False
3,4,percent,8,6,Vivica A. Fox,Nick Kosovich,5,0.13143307101864682,-2.02925752256896,3,False,-2.0794415416798357,0.125,0.125,-2.077670066562892,0.12522163063823968,5,False
3,5,percent,7,5,Sara Evans,Tony Dovolani,1,0.15170733015689292,-1.8858020737100387,1,False,-1.9459101490553132,0.14285714285714285,0.14285714285714285,-1.941054426448362,0.14355250439036576,1,False
3,7,percent,5,1,Jerry Springer,Kym Johnson,1,0.21938117092552134,-1.5169445555826098,1,True,-1.6094379124341003,0.2,0.2,-1.5954241872955564,0.20282247553517133,1,True
3,8,percent,4,3,Monique Coleman,Louis van Amstel,0,0.17248318906012233,-1.7574555019836713,4,False,-1.3862943611198906,0.25,0.25,-1.3830391670136357,0.2508151245010251,3,True
30,2,rank,15,8,Martin Kove,Britt Stewart,8,0.3842317887604899,-0.9565092919338358,1,True,-2.70805020110221,0.06666666666666667,0.06666666666666667,-0.9593159647119496,0.3831548878197001,8,True
30,3,rank,14,2,Christine Chiu,Pasha Pashkov,3,0.022985997503032228,-3.772870052665515,6,False,-2.6390573296152584,0.07142857142857142,0.07142857142857142,-3.795834446174406,0.022464152867238844,3,False
30,4,rank,13,1,Brian Austin Green,Sharna Burgess,1,0.3833739273289425,-0.9587444545198327,1,True,-2.5649493574615367,0.07692307692307693,0.07692307692307693,-0.9702168714143848,0.37900083474285773,1,True
30,5,rank,11,6,Melanie C,Gleb Savchenko,2,0.024024677803800448,-3.728673735087697,5,False,-2.3978952727983707,0.09090909090909091,0.09090909090909091,-3.7744800648574817,0.022949019542279316,2,False
30,6,rank,10,5,Kenya Moore,Brandon Armstrong,5,0.41461637269547685,-0.8804015894189439,1,True,-2.302585092994046,0.1,0.1,-0.9403218483193578,0.3905021326759002,5,True
30,7,rank,9,6,"Mike ""The Miz"" Mizanin",Witney Carson,6,0.463535172782076,-0.7688730116728895,1,True,-2.1972245773362196,0.1111111111111111,0.1111111111111111,-0.9240941068180533,0.39689079693836193,6,True
